rcvTow,week,leapS,numMeas,leapSec,clkReset,reserved1,prMes_01,cpMes_01,doMes_01,gnssId_01,svId_01,sigId_01,freqId_01,locktime_01,cno_01,prStd_01,cpStd_01,doStd_01,prValid_01,cpValid_01,halfCyc_01,subHalfCyc_01,reserved3_01,prMes_02,cpMes_02,doMes_02,gnssId_02,svId_02,sigId_02,freqId_02,locktime_02,cno_02,prStd_02,cpStd_02,doStd_02,prValid_02,cpValid_02,halfCyc_02,subHalfCyc_02,reserved3_02,prMes_03,cpMes_03,doMes_03,gnssId_03,svId_03,sigId_03,freqId_03,locktime_03,cno_03,prStd_03,cpStd_03,doStd_03,prValid_03,cpValid_03,halfCyc_03,subHalfCyc_03,reserved3_03,prMes_04,cpMes_04,doMes_04,gnssId_04,svId_04,sigId_04,freqId_04,locktime_04,cno_04,prStd_04,cpStd_04,doStd_04,prValid_04,cpValid_04,halfCyc_04,subHalfCyc_04,reserved3_04,prMes_05,cpMes_05,doMes_05,gnssId_05,svId_05,sigId_05,freqId_05,locktime_05,cno_05,prStd_05,cpStd_05,doStd_05,prValid_05,cpValid_05,halfCyc_05,subHalfCyc_05,reserved3_05,prMes_06,cpMes_06,doMes_06,gnssId_06,svId_06,sigId_06,freqId_06,locktime_06,cno_06,prStd_06,cpStd_06,doStd_06,prValid_06,cpValid_06,halfCyc_06,subHalfCyc_06,reserved3_06,prMes_07,cpMes_07,doMes_07,gnssId_07,svId_07,sigId_07,freqId_07,locktime_07,cno_07,prStd_07,cpStd_07,doStd_07,prValid_07,cpValid_07,halfCyc_07,subHalfCyc_07,reserved3_07,prMes_08,cpMes_08,doMes_08,gnssId_08,svId_08,sigId_08,freqId_08,locktime_08,cno_08,prStd_08,cpStd_08,doStd_08,prValid_08,cpValid_08,halfCyc_08,subHalfCyc_08,reserved3_08,prMes_09,cpMes_09,doMes_09,gnssId_09,svId_09,sigId_09,freqId_09,locktime_09,cno_09,prStd_09,cpStd_09,doStd_09,prValid_09,cpValid_09,halfCyc_09,subHalfCyc_09,reserved3_09,prMes_10,cpMes_10,doMes_10,gnssId_10,svId_10,sigId_10,freqId_10,locktime_10,cno_10,prStd_10,cpStd_10,doStd_10,prValid_10,cpValid_10,halfCyc_10,subHalfCyc_10,reserved3_10,prMes_11,cpMes_11,doMes_11,gnssId_11,svId_11,sigId_11,freqId_11,locktime_11,cno_11,prStd_11,cpStd_11,doStd_11,prValid_11,cpValid_11,halfCyc_11,subHalfCyc_11,reserved3_11,prMes_12,cpMes_12,doMes_12,gnssId_12,svId_12,sigId_12,freqId_12,locktime_12,cno_12,prStd_12,cpStd_12,doStd_12,prValid_12,cpValid_12,halfCyc_12,subHalfCyc_12,reserved3_12,prMes_13,cpMes_13,doMes_13,gnssId_13,svId_13,sigId_13,freqId_13,locktime_13,cno_13,prStd_13,cpStd_13,doStd_13,prValid_13,cpValid_13,halfCyc_13,subHalfCyc_13,reserved3_13,prMes_14,cpMes_14,doMes_14,gnssId_14,svId_14,sigId_14,freqId_14,locktime_14,cno_14,prStd_14,cpStd_14,doStd_14,prValid_14,cpValid_14,halfCyc_14,subHalfCyc_14,reserved3_14,prMes_15,cpMes_15,doMes_15,gnssId_15,svId_15,sigId_15,freqId_15,locktime_15,cno_15,prStd_15,cpStd_15,doStd_15,prValid_15,cpValid_15,halfCyc_15,subHalfCyc_15,reserved3_15,prMes_16,cpMes_16,doMes_16,gnssId_16,svId_16,sigId_16,freqId_16,locktime_16,cno_16,prStd_16,cpStd_16,doStd_16,prValid_16,cpValid_16,halfCyc_16,subHalfCyc_16,reserved3_16,prMes_17,cpMes_17,doMes_17,gnssId_17,svId_17,sigId_17,freqId_17,locktime_17,cno_17,prStd_17,cpStd_17,doStd_17,prValid_17,cpValid_17,halfCyc_17,subHalfCyc_17,reserved3_17,prMes_18,cpMes_18,doMes_18,gnssId_18,svId_18,sigId_18,freqId_18,locktime_18,cno_18,prStd_18,cpStd_18,doStd_18,prValid_18,cpValid_18,halfCyc_18,subHalfCyc_18,reserved3_18,prMes_19,cpMes_19,doMes_19,gnssId_19,svId_19,sigId_19,freqId_19,locktime_19,cno_19,prStd_19,cpStd_19,doStd_19,prValid_19,cpValid_19,halfCyc_19,subHalfCyc_19,reserved3_19,prMes_20,cpMes_20,doMes_20,gnssId_20,svId_20,sigId_20,freqId_20,locktime_20,cno_20,prStd_20,cpStd_20,doStd_20,prValid_20,cpValid_20,halfCyc_20,subHalfCyc_20,reserved3_20,prMes_21,cpMes_21,doMes_21,gnssId_21,svId_21,sigId_21,freqId_21,locktime_21,cno_21,prStd_21,cpStd_21,doStd_21,prValid_21,cpValid_21,halfCyc_21,subHalfCyc_21,reserved3_21,prMes_22,cpMes_22,doMes_22,gnssId_22,svId_22,sigId_22,freqId_22,locktime_22,cno_22,prStd_22,cpStd_22,doStd_22,prValid_22,cpValid_22,halfCyc_22,subHalfCyc_22,reserved3_22,prMes_23,cpMes_23,doMes_23,gnssId_23,svId_23,sigId_23,freqId_23,locktime_23,cno_23,prStd_23,cpStd_23,doStd_23,prValid_23,cpValid_23,halfCyc_23,subHalfCyc_23,reserved3_23,prMes_24,cpMes_24,doMes_24,gnssId_24,svId_24,sigId_24,freqId_24,locktime_24,cno_24,prStd_24,cpStd_24,doStd_24,prValid_24,cpValid_24,halfCyc_24,subHalfCyc_24,reserved3_24,prMes_25,cpMes_25,doMes_25,gnssId_25,svId_25,sigId_25,freqId_25,locktime_25,cno_25,prStd_25,cpStd_25,doStd_25,prValid_25,cpValid_25,halfCyc_25,subHalfCyc_25,reserved3_25,prMes_26,cpMes_26,doMes_26,gnssId_26,svId_26,sigId_26,freqId_26,locktime_26,cno_26,prStd_26,cpStd_26,doStd_26,prValid_26,cpValid_26,halfCyc_26,subHalfCyc_26,reserved3_26,prMes_27,cpMes_27,doMes_27,gnssId_27,svId_27,sigId_27,freqId_27,locktime_27,cno_27,prStd_27,cpStd_27,doStd_27,prValid_27,cpValid_27,halfCyc_27,subHalfCyc_27,reserved3_27,prMes_28,cpMes_28,doMes_28,gnssId_28,svId_28,sigId_28,freqId_28,locktime_28,cno_28,prStd_28,cpStd_28,doStd_28,prValid_28,cpValid_28,halfCyc_28,subHalfCyc_28,reserved3_28,prMes_29,cpMes_29,doMes_29,gnssId_29,svId_29,sigId_29,freqId_29,locktime_29,cno_29,prStd_29,cpStd_29,doStd_29,prValid_29,cpValid_29,halfCyc_29,subHalfCyc_29,reserved3_29,prMes_30,cpMes_30,doMes_30,gnssId_30,svId_30,sigId_30,freqId_30,locktime_30,cno_30,prStd_30,cpStd_30,doStd_30,prValid_30,cpValid_30,halfCyc_30,subHalfCyc_30,reserved3_30
93890.005,2390,18,30,1,0,14408449,21613124.382114835,113577772.58529617,195.952880859375,0,23,0,0,34640,43,3,1,6,1,1,1,1,0,23838562.90274257,125272447.18197212,2218.15625,0,25,0,0,31320,43,4,2,6,1,1,1,0,0,23188904.092887998,121858513.3922945,-3496.739501953125,0,24,0,0,0,22,9,15,12,1,0,0,0,0,23124703.12314152,121521148.25390431,-3162.7314453125,0,18,0,0,25920,36,5,3,8,1,1,1,0,0,37871823.93427996,197208506.56542957,269.659423828125,3,8,0,0,56180,39,3,2,7,1,1,1,0,0,37441157.22476829,194965913.78923386,-24.7802734375,3,38,0,0,41000,40,3,2,7,1,1,1,0,0,38084151.795909666,198314134.44436833,363.918701171875,3,13,0,0,34920,38,4,2,7,1,1,1,0,0,38694861.95011215,201494280.44590256,-25.698974609375,3,9,0,0,1100,27,8,8,10,1,1,0,0,0,37917561.49816604,197446694.59520754,-365.43701171875,3,16,0,0,35100,37,5,3,7,1,1,1,1,0,23578691.045135155,122780431.89856806,376.59228515625,3,23,0,0,11000,44,3,1,6,1,1,1,1,0,21310503.536494285,113796901.14697753,1273.75732421875,6,9,0,5,22000,45,5,1,6,1,1,1,0,0,24242382.43690556,127394576.88699451,970.906982421875,0,12,0,0,31000,39,4,2,7,1,1,1,0,0,37895898.30458125,199144283.37817782,-540.069580078125,1,137,0,0,23000,41,4,2,7,1,1,1,0,0,23825255.725889575,125202563.61773933,2217.2705078125,0,10,0,0,8000,27,6,9,8,1,1,1,1,0,28118752.479198128,147765041.3871326,1788.6866455078125,2,21,0,0,4000,35,5,3,7,1,1,1,0,0,27864777.1985616,146430390.26600644,542.13818359375,2,27,0,0,20000,34,5,4,8,1,1,1,0,0,37376313.82776856,196413852.29378667,-653.6865234375,5,3,0,0,22000,38,4,3,7,1,1,1,1,0,38084149.73273552,153349082.37203288,281.759033203125,3,13,2,0,28480,35,5,4,8,1,1,1,0,0,37524507.96294903,151095634.6908387,-131.56005859375,3,6,2,0,29040,32,5,5,8,1,1,1,0,0,37917559.031961665,152678291.3314633,-281.993408203125,3,16,2,0,28800,35,5,3,8,1,1,1,1,0,37871815.13832321,152494084.09623536,208.0224609375,3,8,2,0,29000,36,4,3,7,1,1,1,1,0,38694856.78086905,155808153.8237546,-22.435300827026367,3,9,2,0,0,24,8,15,11,1,0,0,0,0,21613121.23123372,88502115.87098771,152.784423828125,0,23,3,0,29560,39,4,2,7,1,1,1,0,0,23188903.64923366,94954680.9431512,-2723.9423828125,0,24,3,0,28520,35,5,3,8,1,1,1,0,0,23838561.952682916,97614946.00542809,1728.8580322265625,0,25,3,0,5140,31,7,6,9,1,1,1,0,0,40581730.66350212,166175407.87782186,75.38330078125,5,4,5,0,17000,39,4,2,7,1,1,1,0,0,23124706.737779625,94691860.020716,-2465.059814453125,0,18,3,0,12180,34,6,5,8,1,1,1,0,0,24242385.016326945,99268495.92144907,756.82177734375,0,12,3,0,5880,29,7,7,8,1,1,1,0,0,21310499.76627004,88508685.56956072,990.845947265625,6,9,2,5,22000,42,5,1,6,1,1,1,1,0,37376330.54821819,153049825.2023599,-509.857177734375,5,3,5,0,80,35,13,7,11,1,1,1,0,0
93891.005,2390,18,30,1,0,14664449,21613087.118919875,113577576.86110169,195.2607421875,0,23,0,0,35640,43,4,2,6,1,1,1,1,0,23838140.755451117,125270228.8685501,2218.196044921875,0,25,0,0,32320,43,4,2,6,1,1,1,0,0,23189567.608380385,121861999.9438972,-3495.578369140625,0,24,0,0,80,31,9,7,11,1,1,0,0,0,23125305.066517826,121524311.59550211,-3163.74462890625,0,18,0,0,26920,36,5,3,8,1,1,1,0,0,37871772.145244546,197208236.96039006,269.251708984375,3,8,0,0,57180,39,4,2,7,1,1,1,0,0,37441161.96313061,194965938.75507075,-25.274660110473633,3,38,0,0,42000,40,4,2,7,1,1,1,0,0,38084081.83310069,198313770.61854205,363.3659973144531,3,13,0,0,35920,37,5,3,7,1,1,1,0,0,38694865.62554681,201494305.46455413,-25.648927688598633,3,9,0,0,2100,27,8,8,9,1,1,1,0,0,37917631.69494753,197447059.89150223,-366.21337890625,3,16,0,0,36100,35,5,3,7,1,1,1,1,0,23578618.762982834,122780055.7803283,375.736083984375,3,23,0,0,12000,42,3,1,6,1,1,1,1,0,21310265.112354487,113795627.70510231,1273.015869140625,6,9,0,5,23000,45,5,1,6,1,1,1,0,0,24242197.90224898,127393606.45480025,969.754638671875,0,12,0,0,32000,39,4,2,7,1,1,1,0,0,37896001.10465156,199144823.52931458,-539.813232421875,1,137,0,0,24000,39,4,2,7,1,1,1,0,0,23824833.610357516,125200346.58905634,2216.7412109375,0,10,0,0,9000,27,6,8,8,1,1,1,1,0,28118412.394696634,147763252.93193838,1787.935546875,2,21,0,0,5000,36,5,3,7,1,1,1,0,0,27864673.929289833,146429848.41860712,542.22265625,2,27,0,0,21000,34,5,4,8,1,1,1,0,0,37376438.326835625,196414506.24892333,-653.955078125,5,3,0,0,23000,40,4,3,7,1,1,1,1,0,38084079.87728029,153348801.03109705,280.533447265625,3,13,2,0,29480,35,5,3,8,1,1,1,0,0,37524540.66270265,151095766.36835667,-132.77734375,3,6,2,0,30040,31,6,7,9,1,1,1,0,0,37917629.22832436,152678573.80089086,-282.281494140625,3,16,2,0,29800,34,5,4,8,1,1,1,1,0,37871763.3735785,152493875.61254305,208.077392578125,3,8,2,0,30000,36,4,3,7,1,1,1,1,0,38694862.56945528,155808176.50358665,-15.1298828125,3,9,2,0,0,22,9,15,12,1,0,0,0,0,21613083.99665712,88501963.36896056,152.276611328125,0,23,3,0,30560,39,4,2,7,1,1,1,0,0,23189568.838341534,94957404.98857796,-2724.33935546875,0,24,3,0,29520,36,5,3,7,1,1,1,0,0,23838139.717512164,97613217.438887,1728.68115234375,0,25,3,0,6140,31,7,7,9,1,1,1,0,0,40581712.18770018,166175332.6419747,74.990966796875,5,4,5,0,18000,39,4,2,7,1,1,1,0,0,23125308.75640127,94694324.84908433,-2464.8125,0,18,3,0,13180,33,6,5,8,1,1,1,0,0,24242200.535556637,99267739.75303899,755.807373046875,0,12,3,0,6880,30,7,7,9,1,1,1,0,0,21310261.40676585,88507695.14440201,990.033935546875,6,9,2,5,23000,42,5,1,6,1,1,1,1,0,37376447.6936937,153050334.80057788,-510.101318359375,5,3,5,0,1080,35,10,4,9,1,1,1,0,0
93892.005,2390,18,31,1,0,14920449,21613050.027435057,113577381.86708504,194.78955078125,0,23,0,0,36640,45,3,1,6,1,1,1,1,0,23837718.806324337,125268011.00336567,2217.751953125,0,25,0,0,33320,42,4,2,7,1,1,1,0,0,23190232.844464242,121865495.15878122,-3496.40966796875,0,24,0,0,320,35,8,4,9,1,1,0,0,0,23125907.132604066,121527475.56814073,-3164.386962890625,0,18,0,0,27920,33,5,4,8,1,1,1,0,0,37871720.492181234,197207967.67384607,269.13818359375,3,8,0,0,58180,40,4,2,7,1,1,1,0,0,37441166.75900885,194965964.01078445,-25.158693313598633,3,38,0,0,43000,42,3,2,6,1,1,1,0,0,38084011.96033483,198313407.00758508,363.35205078125,3,13,0,0,36920,39,4,2,7,1,1,1,0,0,38694873.310483105,201494358.76673964,-24.664306640625,3,9,0,0,640,27,7,7,9,1,1,0,0,0,37917701.93151553,197447425.61459407,-365.97900390625,3,16,0,0,37100,36,5,3,7,1,1,1,1,0,23578546.63509044,122779680.42155105,375.0097961425781,3,23,0,0,13000,41,3,2,6,1,1,1,1,0,21310026.905923605,113794355.26471938,1271.9940185546875,6,9,0,5,24000,43,5,1,6,1,1,1,0,0,24242013.399561197,127392636.63463634,969.5951538085938,0,12,0,0,33000,42,4,2,6,1,1,1,0,0,37896103.99308978,199145363.9785881,-540.350341796875,1,137,0,0,25000,36,5,3,7,1,1,1,0,0,23824411.670025643,125198129.88931823,2216.60595703125,0,10,0,0,10000,27,6,8,8,1,1,1,1,0,28118072.050117094,147761464.6632683,1788.1566162109375,2,21,0,0,6000,36,5,3,7,1,1,1,0,0,27864570.619533557,146429307.18705592,541.0009765625,2,27,0,0,22000,31,6,5,8,1,1,1,0,0,37524579.488180704,195400331.91622597,-170.38916015625,3,6,0,0,260,30,11,7,11,1,1,0,0,0,37376562.85982592,196415160.4969466,-654.180908203125,5,3,0,0,24000,38,4,2,7,1,1,1,1,0,38084010.137205884,153348519.85916775,280.8278503417969,3,13,2,0,30480,35,5,4,8,1,1,1,0,0,37524573.494030915,151095898.24428448,-131.8876953125,3,6,2,0,31040,31,5,5,8,1,1,1,0,0,37917699.46237952,152678856.59089023,-282.794189453125,3,16,2,0,30800,34,5,4,8,1,1,1,1,0,37871711.64903909,152493667.31046578,208.087158203125,3,8,2,0,31000,40,4,2,7,1,1,1,1,0,38694868.48717312,155808200.63945496,-14.03466796875,3,9,2,0,0,20,9,15,12,1,0,0,0,0,21613046.87487872,88501811.39692143,151.7509765625,0,23,3,0,31560,41,4,2,6,1,1,1,0,0,23190234.19141165,94960129.4325165,-2724.208251953125,0,24,3,0,30520,34,5,3,8,1,1,1,0,0,23837717.97171532,97611489.28361224,1727.85400390625,0,25,3,0,7140,31,7,6,8,1,1,1,0,0,40581693.809759066,166175257.50220466,75.454345703125,5,4,5,0,19000,39,4,2,7,1,1,1,0,0,23125910.72651131,94696790.26827297,-2465.380126953125,0,18,3,0,14180,26,6,7,9,1,1,1,0,0,24242015.988056697,99266984.00298585,755.76220703125,0,12,3,0,7880,35,6,4,8,1,1,1,0,0,21310023.15650002,88506705.49932155,989.4030151367188,6,9,2,5,24000,39,5,2,7,1,1,1,1,0
93893.005,2390,18,33,1,0,15176449,21613012.96959426,113577187.1287289,194.246826171875,0,23,0,0,37640,44,3,1,6,1,1,1,1,0,23837296.771621685,125265793.1245053,2217.630615234375,0,25,0,0,34320,42,4,2,7,1,1,1,0,0,23190896.783927124,121868984.65926959,-3496.216796875,0,24,0,0,120,37,7,3,8,1,1,0,0,0,23126509.279031105,121530639.64437169,-3164.902587890625,0,18,0,0,28920,34,5,4,8,1,1,1,0,0,37871668.73176418,197207698.2192249,269.342041015625,3,8,0,0,59180,40,4,2,7,1,1,1,0,0,37441171.61687027,194965989.15718275,-25.091552734375,3,38,0,0,44000,42,3,1,6,1,1,1,0,0,38083942.044292435,198313043.3172817,363.354736328125,3,13,0,0,37920,40,3,2,7,1,1,1,0,0,38694873.499503866,201494384.21563905,-25.003173828125,3,9,0,0,1640,27,8,7,8,1,1,0,0,0,37917772.24025763,197447791.25773138,-365.823974609375,3,16,0,0,38100,36,5,3,7,1,1,1,1,0,23578474.508733664,122779305.33821423,374.6047668457031,3,23,0,0,14000,41,3,2,6,1,1,1,1,0,21309788.77264403,113793083.44272989,1271.479736328125,6,9,0,5,25000,43,5,1,6,1,1,1,0,0,22880879.824199215,122225552.95963281,-2588.410888671875,6,16,0,6,440,26,9,7,11,1,1,0,0,0,24241828.891289346,127391667.01525284,969.35791015625,0,12,0,0,34000,41,4,2,7,1,1,1,0,0,37896206.721963204,199145904.2401945,-540.14892578125,1,137,0,0,26000,37,4,3,7,1,1,1,0,0,23823989.71810683,125195913.07429375,2216.903076171875,0,10,0,0,11000,28,6,7,8,1,1,1,1,0,28117731.687249728,147759676.26062205,1787.96728515625,2,21,0,0,7000,37,5,3,7,1,1,1,0,0,27864467.644821465,146428765.93744346,541.580078125,2,27,0,0,23000,32,6,5,8,1,1,1,0,0,37524612.84071207,195400502.36292365,-170.19483947753906,3,6,0,0,1260,23,10,10,10,1,1,0,0,0,37376687.42827505,196415814.737529,-654.254150390625,5,3,0,0,25000,39,4,2,7,1,1,1,1,0,38083940.21669623,153348238.6377207,281.0107421875,3,13,2,0,31480,36,5,3,8,1,1,1,0,0,37524606.178149134,151096030.17790836,-132.562744140625,3,6,2,0,32040,31,6,6,9,1,1,1,0,0,37917769.69280504,152679139.33078158,-282.71240234375,3,16,2,0,31800,35,5,4,8,1,1,1,1,0,37871659.99946582,152493458.96817887,208.409423828125,3,8,2,0,32000,40,3,2,7,1,1,1,1,0,38694873.790503696,155808221.87567854,-17.72900390625,3,9,2,0,0,18,10,15,12,1,0,0,0,0,21613009.873297423,88501659.67259423,151.52906799316406,0,23,3,0,32560,41,4,2,6,1,1,1,0,0,23190899.555719707,94962853.94903748,-2724.65380859375,0,24,3,0,31520,34,5,4,8,1,1,1,0,0,23837295.757135827,97609761.07814272,1728.400390625,0,25,3,0,8140,31,6,6,8,1,1,1,0,0,40581675.32872206,166175182.17448762,75.19824981689453,5,4,5,0,20000,39,4,2,7,1,1,1,0,0,23126512.746110167,94699255.84113352,-2465.579345703125,0,18,3,0,15180,26,6,8,8,1,1,1,0,0,24241831.442929987,99266228.49127409,754.5459594726562,0,12,3,0,8880,34,6,4,8,1,1,1,0,0
93894.005,2390,18,31,1,0,15432449,21612976.04409591,113576992.66354395,194.490234375,0,23,0,0,38640,44,3,1,6,1,1,1,1,0,23836874.783197016,125263575.29097696,2217.655029296875,0,25,0,0,35320,42,4,2,6,1,1,1,0,0,23191563.192944817,121872486.30653027,-3496.69384765625,0,24,0,0,520,37,7,3,8,1,1,0,0,0,23127111.41219598,121533803.97495389,-3164.157470703125,0,18,0,0,29920,34,5,4,8,1,1,1,0,0,37871616.980979644,197207428.6793552,269.842529296875,3,8,0,0,60180,39,4,2,7,1,1,1,0,0,37441176.66500886,194966014.2312706,-25.140380859375,3,38,0,0,45000,42,4,2,7,1,1,1,0,0,38083872.2131977,198312679.45789993,364.37548828125,3,13,0,0,38920,39,4,2,7,1,1,1,0,0,38694875.12188551,201494409.49298173,-25.337892532348633,3,9,0,0,2640,26,8,11,9,1,1,0,0,0,37917842.41177121,197448156.85241058,-364.5751953125,3,16,0,0,39100,34,5,4,8,1,1,1,1,0,23578402.64022131,122778930.63706629,374.416015625,3,23,0,0,15000,40,3,2,7,1,1,1,1,0,21309550.74902163,113791812.1820354,1270.953857421875,6,9,0,5,26000,43,5,1,6,1,1,1,0,0,22881366.130217627,122228141.99985187,-2588.986328125,6,16,0,6,1440,26,9,10,10,1,1,0,0,0,24241644.52359645,127390697.65496428,969.395751953125,0,12,0,0,35000,41,4,2,7,1,1,1,0,0,37896309.592392795,199146444.3685074,-540.313720703125,1,137,0,0,27000,36,5,3,8,1,1,1,0,0,23823567.51518408,125193696.27966502,2216.453369140625,0,10,0,0,12000,30,6,7,8,1,1,1,1,0,28117391.334573288,147757887.5701659,1788.892578125,2,21,0,0,8000,35,5,3,7,1,1,1,0,0,27864364.23664596,146428224.9764361,541.107421875,2,27,0,0,24000,31,6,5,8,1,1,1,0,0,37376811.84260386,196416468.8909109,-654.058837890625,5,3,0,0,26000,38,5,3,7,1,1,1,1,0,38083870.327038564,153347957.29927874,281.353759765625,3,13,2,0,32480,35,5,4,8,1,1,1,0,0,37524638.82352788,151096162.03022823,-131.719482421875,3,6,2,0,33040,30,6,9,9,1,1,1,0,0,37917839.86096818,152679422.07582334,-282.669677734375,3,16,2,0,32800,34,5,4,8,1,1,1,1,0,37871608.235419124,152493250.54433,208.8232421875,3,8,2,0,33000,39,4,2,7,1,1,1,1,0,21612972.901451297,88501508.14051875,151.91796875,0,23,3,0,33560,41,4,2,7,1,1,1,0,0,23191564.989619236,94965578.57295607,-2725.141357421875,0,24,3,0,32520,32,5,4,8,1,1,1,0,0,23836873.607401345,97608032.86397476,1728.7628173828125,0,25,3,0,9140,31,6,5,8,1,1,1,0,0,40581656.82890863,166175106.6182248,75.739990234375,5,4,5,0,21000,39,4,2,7,1,1,1,0,0,23127114.64676834,94701721.5108649,-2465.94921875,0,18,3,0,16180,26,7,9,8,1,1,1,0,0,24241646.84210218,99265473.1250114,755.137939453125,0,12,3,0,9880,34,6,4,8,1,1,1,0,0,22881375.888798192,95066379.71163893,-2014.4638671875,6,16,2,6,0,25,9,15,10,1,0,0,0,0,21309546.95513489,88504727.5505753,988.616455078125,6,9,2,5,26000,39,6,2,7,1,1,1,1,0
93895.005,2390,18,32,1,0,15688449,21612939.125298444,113576798.35961069,194.044677734375,0,23,0,0,39640,44,3,1,6,1,1,1,1,0,23836452.71254692,125261357.33466883,2217.50927734375,0,25,0,0,36320,41,4,2,6,1,1,1,0,0,23192230.593832888,121875993.88217242,-3496.097412109375,0,24,0,0,920,31,7,5,8,1,1,0,0,0,23127713.630378317,121536968.42506754,-3165.0283203125,0,18,0,0,30920,34,5,4,8,1,1,1,0,0,37871565.16639712,197207158.88728756,269.481201171875,3,8,0,0,61180,38,4,2,7,1,1,1,0,0,37441181.49550833,194966039.0766577,-24.664306640625,3,38,0,0,46000,40,3,2,7,1,1,1,0,0,38083802.287732184,198312315.33595243,364.06982421875,3,13,0,0,39920,37,4,2,7,1,1,1,0,0,38694888.18860855,201494434.63325375,-25.76220703125,3,9,0,0,3640,27,8,9,8,1,1,0,0,0,37917912.580213554,197448522.4045393,-366.531982421875,3,16,0,0,40100,36,5,3,8,1,1,1,1,0,23578330.673848126,122778556.12480476,373.911865234375,3,23,0,0,16000,40,3,2,7,1,1,1,1,0,21309312.759322453,113790541.34835793,1270.0206298828125,6,9,0,5,27000,43,5,1,6,1,1,1,0,0,22881851.43557075,122230731.52974021,-2589.955810546875,6,16,0,6,2440,27,9,10,9,1,1,0,0,0,24241460.154228333,127389728.39641382,969.0812377929688,0,12,0,0,36000,40,4,2,7,1,1,1,0,0,37896412.376688115,199146984.14185882,-539.495849609375,1,137,0,0,28000,36,5,3,8,1,1,1,0,0,23823145.38597105,125191479.17862973,2217.549072265625,0,10,0,0,13000,29,7,7,9,1,1,1,1,0,28117050.930453606,147756098.64496306,1788.385498046875,2,21,0,0,9000,37,5,3,7,1,1,1,0,0,27864261.06048855,146427683.93062982,541.42236328125,2,27,0,0,25000,30,7,7,9,1,1,1,0,0,37376936.33608686,196417122.82754514,-654.095458984375,5,3,0,0,27000,37,4,3,7,1,1,1,1,0,38083800.49119737,153347675.74380288,281.155029296875,3,13,2,0,33480,35,5,3,8,1,1,1,0,0,37524671.56935007,151096293.81454566,-131.705078125,3,6,2,0,34040,30,6,8,8,1,1,1,0,0,37917910.021732435,152679704.69563502,-283.1494140625,3,16,2,0,33800,35,5,4,8,1,1,1,1,0,37871556.42767708,152493041.9225536,208.167724609375,3,8,2,0,34000,38,4,3,7,1,1,1,1,0,38694888.73438156,155808281.73650396,-20.918701171875,3,9,2,0,0,15,10,15,13,1,0,0,0,0,21612935.98083901,88501356.74992277,150.94873046875,0,23,3,0,34560,40,4,2,7,1,1,1,0,0,23192230.35141446,94968303.17512958,-2724.850830078125,0,24,3,0,33520,33,6,4,8,1,1,1,0,0,23836451.75850861,97606304.60172653,1727.8511962890625,0,25,3,0,10140,31,7,6,9,1,1,1,0,0,40581638.335935675,166175030.7634678,75.91675567626953,5,4,5,0,22000,39,4,2,7,1,1,1,0,0,23127716.78907713,94704187.24062839,-2465.188720703125,0,18,3,0,17180,25,7,10,8,1,1,1,0,0,24241462.344021257,99264717.86340694,754.98779296875,0,12,3,0,10880,34,6,4,8,1,1,1,0,0,22881860.038528096,95068390.83548053,-2013.8433837890625,6,16,2,6,0,24,9,15,10,1,0,0,0,0
