version,nBlocks,reserved0,blockId_01,jammingState_01,antStatus_01,antPower_01,postStatus_01,reserved1_01,noisePerMS_01,agcCnt_01,jamInd_01,ofsI_01,magI_01,ofsQ_01,magQ_01,reserved2_01,blockId_02,jammingState_02,antStatus_02,antPower_02,postStatus_02,reserved1_02,noisePerMS_02,agcCnt_02,jamInd_02,ofsI_02,magI_02,ofsQ_02,magQ_02,reserved2_02
0,2,0,0,0,1,2,0,0,83,3159,9,7,163,6,218,0,1,0,1,2,0,0,40,3159,4,17,149,4,124,0
0,2,0,0,0,1,2,0,0,83,3159,6,15,94,-7,113,0,1,0,1,2,0,0,40,3159,2,24,112,-17,108,0
0,2,0,0,0,1,2,0,0,84,3159,5,11,192,-22,238,0,1,0,1,2,0,0,46,3510,3,17,185,-15,200,0
0,2,0,0,0,1,2,0,0,84,3159,7,-14,214,-10,255,0,1,0,1,2,0,0,46,3510,2,28,197,-1,137,0
0,2,0,0,0,1,2,0,0,84,2808,6,6,231,0,173,0,1,0,1,2,0,0,46,3510,5,19,183,-19,255,0
0,2,0,0,0,1,2,0,0,78,2808,7,9,123,-7,187,0,1,0,1,2,0,0,49,3510,4,0,220,-29,220,0
0,2,0,0,0,1,2,0,0,78,2808,5,3,185,20,255,0,1,0,1,2,0,0,49,3510,3,18,224,-20,219,0
0,2,0,0,0,1,2,0,0,78,2808,3,-4,105,-7,95,0,1,0,1,2,0,0,49,3510,6,14,186,-28,223,0
0,2,0,0,0,1,2,0,0,78,3159,4,11,90,-1,134,0,1,0,1,2,0,0,46,3510,5,-14,229,-28,235,0
0,2,0,0,0,1,2,0,0,83,3159,8,23,255,15,203,0,1,0,1,2,0,0,46,3159,4,14,125,-11,175,0
0,2,0,0,0,1,2,0,0,89,3159,3,-8,151,0,67,0,1,0,1,2,0,0,42,3159,4,21,160,-3,155,0
0,2,0,0,0,1,2,0,0,89,3159,3,3,111,0,115,0,1,0,1,2,0,0,46,3159,4,-3,219,-37,201,0
0,2,0,0,0,1,2,0,0,90,3159,5,7,215,-20,171,0,1,0,1,2,0,0,46,3159,4,12,150,-25,184,0
0,2,0,0,0,1,2,0,0,96,3159,9,7,163,-22,190,0,1,0,1,2,0,0,46,3159,5,2,124,5,228,0
0,2,0,0,0,1,2,0,0,83,3159,6,5,193,-4,111,0,1,0,1,2,0,0,45,3159,4,25,142,-29,132,0
0,2,0,0,0,1,2,0,0,83,3159,5,4,177,-6,132,0,1,0,1,2,0,0,42,3159,4,10,126,-10,121,0
0,2,0,0,0,1,2,0,0,83,3159,5,-1,172,-6,189,0,1,0,1,2,0,0,46,3159,5,19,201,19,230,0
0,2,0,0,0,1,2,0,0,83,3510,8,10,167,-8,142,0,1,0,1,2,0,0,45,3159,3,0,162,-18,148,0
0,2,0,0,0,1,2,0,0,95,3510,8,7,177,-13,201,0,1,0,1,2,0,0,42,3159,4,17,125,1,134,0
0,2,0,0,0,1,2,0,0,102,3510,8,4,255,-9,227,0,1,0,1,2,0,0,42,3159,5,36,193,22,183,0
0,2,0,0,0,1,2,0,0,95,3510,7,0,149,-1,255,0,1,0,1,2,0,0,42,3159,4,11,133,-32,132,0
0,2,0,0,0,1,2,0,0,95,3510,4,5,234,-11,238,0,1,0,1,2,0,0,42,3159,6,5,153,16,184,0
0,2,0,0,0,1,2,0,0,95,3510,11,4,213,-13,239,0,1,0,1,2,0,0,45,3159,6,15,119,22,185,0
0,2,0,0,0,1,2,0,0,95,3510,8,7,169,-2,178,0,1,0,1,2,0,0,45,3159,5,36,165,-17,163,0
0,2,0,0,0,1,2,0,0,95,3510,9,13,201,-17,207,0,1,0,1,2,0,0,45,3159,4,18,131,-3,198,0
0,2,0,0,0,1,2,0,0,95,3510,5,-5,207,-16,157,0,1,0,1,2,0,0,48,3159,3,12,107,-6,91,0
0,2,0,0,0,1,2,0,0,95,3510,12,-9,255,-4,208,0,1,0,1,2,0,0,48,3159,4,39,202,-29,144,0
0,2,0,0,0,1,2,0,0,101,3510,8,16,179,-17,181,0,1,0,1,2,0,0,48,3159,4,12,165,-13,123,0
0,2,0,0,0,1,2,0,0,94,3510,6,24,255,1,255,0,1,0,1,2,0,0,48,3159,3,41,213,-7,137,0
0,2,0,0,0,1,2,0,0,88,3159,4,15,104,4,71,0,1,0,1,2,0,0,48,3159,2,41,184,-35,144,0
0,2,0,0,0,1,2,0,0,87,3159,4,18,147,-2,189,0,1,0,1,2,0,0,48,3159,3,2,125,-11,96,0
0,2,0,0,0,1,2,0,0,82,3510,6,12,255,3,199,0,1,0,1,2,0,0,48,3159,3,-7,150,9,185,0
0,2,0,0,0,1,2,0,0,93,3159,9,17,218,-12,190,0,1,0,1,2,0,0,48,3159,4,30,139,-45,214,0
0,2,0,0,0,1,2,0,0,87,3159,3,-11,151,-4,136,0,1,0,1,2,0,0,48,3159,4,6,113,-4,78,0
0,2,0,0,0,1,2,0,0,87,3510,4,13,234,4,211,0,1,0,1,2,0,0,48,3159,4,-16,140,-12,96,0
0,2,0,0,0,1,2,0,0,93,3510,4,6,203,-1,113,0,1,0,1,2,0,0,48,3159,4,20,132,-43,223,0
0,2,0,0,0,1,2,0,0,93,3510,6,9,255,-8,255,0,1,0,1,2,0,0,48,2808,4,5,213,39,246,0
0,2,0,0,0,1,2,0,0,93,3510,5,1,247,3,220,0,1,0,1,2,0,0,45,2808,3,21,155,-29,160,0
0,2,0,0,0,1,2,0,0,93,3510,10,31,255,-16,216,0,1,0,1,2,0,0,41,2808,2,1,118,-14,93,0
0,2,0,0,0,1,2,0,0,93,3510,14,-4,255,-7,220,0,1,0,1,2,0,0,42,3159,4,12,247,8,255,0
0,2,0,0,0,1,2,0,0,93,3159,4,19,154,-20,154,0,1,0,1,2,0,0,44,3159,4,-11,144,-13,95,0
0,2,0,0,0,1,2,0,0,87,3510,8,12,151,-7,32,0,1,0,1,2,0,0,41,3159,3,9,192,-8,168,0
0,2,0,0,0,1,2,0,0,93,3510,8,0,230,13,174,0,1,0,1,2,0,0,44,3159,3,0,168,-8,96,0
0,2,0,0,0,1,2,0,0,93,3510,5,18,234,-22,214,0,1,0,1,2,0,0,41,3159,3,10,124,-7,112,0
0,2,0,0,0,1,2,0,0,99,3510,9,5,181,6,186,0,1,0,1,2,0,0,44,3159,6,27,199,3,222,0
0,2,0,0,0,1,2,0,0,99,3510,8,-12,230,-6,169,0,1,0,1,2,0,0,41,3159,4,-2,194,0,96,0
0,2,0,0,0,1,2,0,0,99,3510,7,12,255,-11,255,0,1,0,1,2,0,0,41,3159,5,3,181,-6,159,0
0,2,0,0,0,1,2,0,0,92,3510,5,11,215,-9,194,0,1,0,1,2,0,0,41,3159,3,8,166,10,255,0
0,2,0,0,0,1,2,0,0,92,3510,4,6,161,-11,135,0,1,0,1,2,0,0,41,3159,3,17,168,-11,109,0
0,2,0,0,0,1,2,0,0,92,3510,14,7,186,-4,196,0,1,0,1,2,0,0,44,3510,6,16,255,0,208,0
0,2,0,0,0,1,2,0,0,98,3510,4,5,157,-16,230,0,1,0,1,2,0,0,47,3159,3,16,154,-2,143,0
0,2,0,0,0,1,2,0,0,98,3510,9,6,173,13,144,0,1,0,1,2,0,0,44,3159,2,20,150,-10,118,0
0,2,0,0,0,1,2,0,0,98,3510,8,13,155,9,127,0,1,0,1,2,0,0,44,3510,4,8,255,-10,221,0
0,2,0,0,0,1,2,0,0,99,3861,5,1,208,-9,99,0,1,0,1,2,0,0,44,3510,5,6,230,-12,223,0
0,2,0,0,0,1,2,0,0,106,3510,8,25,255,-10,223,0,1,0,1,2,0,0,44,3159,3,19,177,-11,144,0
0,2,0,0,0,1,2,0,0,105,3510,8,3,195,-20,189,0,1,0,1,2,0,0,44,3159,5,2,129,-16,118,0
0,2,0,0,0,1,2,0,0,105,3510,11,-2,167,-3,149,0,1,0,1,2,0,0,44,3159,4,23,185,-1,253,0
0,2,0,0,0,1,2,0,0,105,3510,12,0,169,-15,150,0,1,0,1,2,0,0,47,3159,3,20,170,-19,172,0
0,2,0,0,0,1,2,0,0,105,3510,10,4,213,-7,186,0,1,0,1,2,0,0,47,3159,4,25,247,-7,255,0
0,2,0,0,0,1,2,0,0,105,3510,4,-2,136,-2,135,0,1,0,1,2,0,0,47,3159,3,4,255,-10,255,0
0,2,0,0,0,1,2,0,0,105,3510,9,2,255,4,255,0,1,0,1,2,0,0,47,3159,2,-10,181,-30,219,0
0,2,0,0,0,1,2,0,0,105,3510,10,5,182,-14,126,0,1,0,1,2,0,0,44,3159,5,26,120,-10,159,0
0,2,0,0,0,1,2,0,0,97,3510,7,-2,179,9,170,0,1,0,1,2,0,0,44,3159,3,12,151,-29,140,0
0,2,0,0,0,1,2,0,0,97,3510,9,23,191,-23,210,0,1,0,1,2,0,0,44,3159,3,18,86,-29,106,0
0,2,0,0,0,1,2,0,0,97,3510,8,16,187,-20,178,0,1,0,1,2,0,0,47,3510,3,10,179,-4,141,0
0,2,0,0,0,1,2,0,0,97,3510,6,-5,254,4,255,0,1,0,1,2,0,0,50,3510,5,-13,217,-19,185,0
0,2,0,0,0,1,2,0,0,91,3159,6,3,255,9,255,0,1,0,1,2,0,0,50,3510,5,10,167,-12,145,0
0,2,0,0,0,1,2,0,0,90,3159,6,5,171,-12,114,0,1,0,1,2,0,0,50,3510,4,13,174,8,159,0
0,2,0,0,0,1,2,0,0,84,3159,5,-5,171,-14,148,0,1,0,1,2,0,0,50,3510,3,20,173,-8,183,0
0,2,0,0,0,1,2,0,0,90,3510,5,13,237,1,255,0,1,0,1,2,0,0,50,3510,3,15,165,-18,148,0
0,2,0,0,0,1,2,0,0,91,3510,8,7,114,-8,118,0,1,0,1,2,0,0,49,3510,2,16,163,8,186,0
0,2,0,0,0,1,2,0,0,90,3510,4,-7,79,-7,61,0,1,0,1,2,0,0,49,3510,3,-10,199,-20,156,0
0,2,0,0,0,1,2,0,0,90,3861,6,5,240,20,255,0,1,0,1,2,0,0,50,3510,4,9,189,5,215,0
