iTOW,version,numSigs,reserved0,gnssId_01,svId_01,sigId_01,freqId_01,prRes_01,cno_01,qualityInd_01,corrSource_01,ionoModel_01,health_01,prSmoothed_01,prUsed_01,crUsed_01,doUsed_01,prCorrUsed_01,crCorrUsed_01,doCorrUsed_01,authStatus_01,reserved1_01,gnssId_02,svId_02,sigId_02,freqId_02,prRes_02,cno_02,qualityInd_02,corrSource_02,ionoModel_02,health_02,prSmoothed_02,prUsed_02,crUsed_02,doUsed_02,prCorrUsed_02,crCorrUsed_02,doCorrUsed_02,authStatus_02,reserved1_02,gnssId_03,svId_03,sigId_03,freqId_03,prRes_03,cno_03,qualityInd_03,corrSource_03,ionoModel_03,health_03,prSmoothed_03,prUsed_03,crUsed_03,doUsed_03,prCorrUsed_03,crCorrUsed_03,doCorrUsed_03,authStatus_03,reserved1_03,gnssId_04,svId_04,sigId_04,freqId_04,prRes_04,cno_04,qualityInd_04,corrSource_04,ionoModel_04,health_04,prSmoothed_04,prUsed_04,crUsed_04,doUsed_04,prCorrUsed_04,crCorrUsed_04,doCorrUsed_04,authStatus_04,reserved1_04,gnssId_05,svId_05,sigId_05,freqId_05,prRes_05,cno_05,qualityInd_05,corrSource_05,ionoModel_05,health_05,prSmoothed_05,prUsed_05,crUsed_05,doUsed_05,prCorrUsed_05,crCorrUsed_05,doCorrUsed_05,authStatus_05,reserved1_05,gnssId_06,svId_06,sigId_06,freqId_06,prRes_06,cno_06,qualityInd_06,corrSource_06,ionoModel_06,health_06,prSmoothed_06,prUsed_06,crUsed_06,doUsed_06,prCorrUsed_06,crCorrUsed_06,doCorrUsed_06,authStatus_06,reserved1_06,gnssId_07,svId_07,sigId_07,freqId_07,prRes_07,cno_07,qualityInd_07,corrSource_07,ionoModel_07,health_07,prSmoothed_07,prUsed_07,crUsed_07,doUsed_07,prCorrUsed_07,crCorrUsed_07,doCorrUsed_07,authStatus_07,reserved1_07,gnssId_08,svId_08,sigId_08,freqId_08,prRes_08,cno_08,qualityInd_08,corrSource_08,ionoModel_08,health_08,prSmoothed_08,prUsed_08,crUsed_08,doUsed_08,prCorrUsed_08,crCorrUsed_08,doCorrUsed_08,authStatus_08,reserved1_08,gnssId_09,svId_09,sigId_09,freqId_09,prRes_09,cno_09,qualityInd_09,corrSource_09,ionoModel_09,health_09,prSmoothed_09,prUsed_09,crUsed_09,doUsed_09,prCorrUsed_09,crCorrUsed_09,doCorrUsed_09,authStatus_09,reserved1_09,gnssId_10,svId_10,sigId_10,freqId_10,prRes_10,cno_10,qualityInd_10,corrSource_10,ionoModel_10,health_10,prSmoothed_10,prUsed_10,crUsed_10,doUsed_10,prCorrUsed_10,crCorrUsed_10,doCorrUsed_10,authStatus_10,reserved1_10,gnssId_11,svId_11,sigId_11,freqId_11,prRes_11,cno_11,qualityInd_11,corrSource_11,ionoModel_11,health_11,prSmoothed_11,prUsed_11,crUsed_11,doUsed_11,prCorrUsed_11,crCorrUsed_11,doCorrUsed_11,authStatus_11,reserved1_11,gnssId_12,svId_12,sigId_12,freqId_12,prRes_12,cno_12,qualityInd_12,corrSource_12,ionoModel_12,health_12,prSmoothed_12,prUsed_12,crUsed_12,doUsed_12,prCorrUsed_12,crCorrUsed_12,doCorrUsed_12,authStatus_12,reserved1_12,gnssId_13,svId_13,sigId_13,freqId_13,prRes_13,cno_13,qualityInd_13,corrSource_13,ionoModel_13,health_13,prSmoothed_13,prUsed_13,crUsed_13,doUsed_13,prCorrUsed_13,crCorrUsed_13,doCorrUsed_13,authStatus_13,reserved1_13,gnssId_14,svId_14,sigId_14,freqId_14,prRes_14,cno_14,qualityInd_14,corrSource_14,ionoModel_14,health_14,prSmoothed_14,prUsed_14,crUsed_14,doUsed_14,prCorrUsed_14,crCorrUsed_14,doCorrUsed_14,authStatus_14,reserved1_14,gnssId_15,svId_15,sigId_15,freqId_15,prRes_15,cno_15,qualityInd_15,corrSource_15,ionoModel_15,health_15,prSmoothed_15,prUsed_15,crUsed_15,doUsed_15,prCorrUsed_15,crCorrUsed_15,doCorrUsed_15,authStatus_15,reserved1_15,gnssId_16,svId_16,sigId_16,freqId_16,prRes_16,cno_16,qualityInd_16,corrSource_16,ionoModel_16,health_16,prSmoothed_16,prUsed_16,crUsed_16,doUsed_16,prCorrUsed_16,crCorrUsed_16,doCorrUsed_16,authStatus_16,reserved1_16,gnssId_17,svId_17,sigId_17,freqId_17,prRes_17,cno_17,qualityInd_17,corrSource_17,ionoModel_17,health_17,prSmoothed_17,prUsed_17,crUsed_17,doUsed_17,prCorrUsed_17,crCorrUsed_17,doCorrUsed_17,authStatus_17,reserved1_17,gnssId_18,svId_18,sigId_18,freqId_18,prRes_18,cno_18,qualityInd_18,corrSource_18,ionoModel_18,health_18,prSmoothed_18,prUsed_18,crUsed_18,doUsed_18,prCorrUsed_18,crCorrUsed_18,doCorrUsed_18,authStatus_18,reserved1_18,gnssId_19,svId_19,sigId_19,freqId_19,prRes_19,cno_19,qualityInd_19,corrSource_19,ionoModel_19,health_19,prSmoothed_19,prUsed_19,crUsed_19,doUsed_19,prCorrUsed_19,crCorrUsed_19,doCorrUsed_19,authStatus_19,reserved1_19,gnssId_20,svId_20,sigId_20,freqId_20,prRes_20,cno_20,qualityInd_20,corrSource_20,ionoModel_20,health_20,prSmoothed_20,prUsed_20,crUsed_20,doUsed_20,prCorrUsed_20,crCorrUsed_20,doCorrUsed_20,authStatus_20,reserved1_20,gnssId_21,svId_21,sigId_21,freqId_21,prRes_21,cno_21,qualityInd_21,corrSource_21,ionoModel_21,health_21,prSmoothed_21,prUsed_21,crUsed_21,doUsed_21,prCorrUsed_21,crCorrUsed_21,doCorrUsed_21,authStatus_21,reserved1_21,gnssId_22,svId_22,sigId_22,freqId_22,prRes_22,cno_22,qualityInd_22,corrSource_22,ionoModel_22,health_22,prSmoothed_22,prUsed_22,crUsed_22,doUsed_22,prCorrUsed_22,crCorrUsed_22,doCorrUsed_22,authStatus_22,reserved1_22,gnssId_23,svId_23,sigId_23,freqId_23,prRes_23,cno_23,qualityInd_23,corrSource_23,ionoModel_23,health_23,prSmoothed_23,prUsed_23,crUsed_23,doUsed_23,prCorrUsed_23,crCorrUsed_23,doCorrUsed_23,authStatus_23,reserved1_23,gnssId_24,svId_24,sigId_24,freqId_24,prRes_24,cno_24,qualityInd_24,corrSource_24,ionoModel_24,health_24,prSmoothed_24,prUsed_24,crUsed_24,doUsed_24,prCorrUsed_24,crCorrUsed_24,doCorrUsed_24,authStatus_24,reserved1_24,gnssId_25,svId_25,sigId_25,freqId_25,prRes_25,cno_25,qualityInd_25,corrSource_25,ionoModel_25,health_25,prSmoothed_25,prUsed_25,crUsed_25,doUsed_25,prCorrUsed_25,crCorrUsed_25,doCorrUsed_25,authStatus_25,reserved1_25,gnssId_26,svId_26,sigId_26,freqId_26,prRes_26,cno_26,qualityInd_26,corrSource_26,ionoModel_26,health_26,prSmoothed_26,prUsed_26,crUsed_26,doUsed_26,prCorrUsed_26,crCorrUsed_26,doCorrUsed_26,authStatus_26,reserved1_26,gnssId_27,svId_27,sigId_27,freqId_27,prRes_27,cno_27,qualityInd_27,corrSource_27,ionoModel_27,health_27,prSmoothed_27,prUsed_27,crUsed_27,doUsed_27,prCorrUsed_27,crCorrUsed_27,doCorrUsed_27,authStatus_27,reserved1_27,gnssId_28,svId_28,sigId_28,freqId_28,prRes_28,cno_28,qualityInd_28,corrSource_28,ionoModel_28,health_28,prSmoothed_28,prUsed_28,crUsed_28,doUsed_28,prCorrUsed_28,crCorrUsed_28,doCorrUsed_28,authStatus_28,reserved1_28,gnssId_29,svId_29,sigId_29,freqId_29,prRes_29,cno_29,qualityInd_29,corrSource_29,ionoModel_29,health_29,prSmoothed_29,prUsed_29,crUsed_29,doUsed_29,prCorrUsed_29,crCorrUsed_29,doCorrUsed_29,authStatus_29,reserved1_29,gnssId_30,svId_30,sigId_30,freqId_30,prRes_30,cno_30,qualityInd_30,corrSource_30,ionoModel_30,health_30,prSmoothed_30,prUsed_30,crUsed_30,doUsed_30,prCorrUsed_30,crCorrUsed_30,doCorrUsed_30,authStatus_30,reserved1_30,gnssId_31,svId_31,sigId_31,freqId_31,prRes_31,cno_31,qualityInd_31,corrSource_31,ionoModel_31,health_31,prSmoothed_31,prUsed_31,crUsed_31,doUsed_31,prCorrUsed_31,crCorrUsed_31,doCorrUsed_31,authStatus_31,reserved1_31,gnssId_32,svId_32,sigId_32,freqId_32,prRes_32,cno_32,qualityInd_32,corrSource_32,ionoModel_32,health_32,prSmoothed_32,prUsed_32,crUsed_32,doUsed_32,prCorrUsed_32,crCorrUsed_32,doCorrUsed_32,authStatus_32,reserved1_32,gnssId_33,svId_33,sigId_33,freqId_33,prRes_33,cno_33,qualityInd_33,corrSource_33,ionoModel_33,health_33,prSmoothed_33,prUsed_33,crUsed_33,doUsed_33,prCorrUsed_33,crCorrUsed_33,doCorrUsed_33,authStatus_33,reserved1_33,gnssId_34,svId_34,sigId_34,freqId_34,prRes_34,cno_34,qualityInd_34,corrSource_34,ionoModel_34,health_34,prSmoothed_34,prUsed_34,crUsed_34,doUsed_34,prCorrUsed_34,crCorrUsed_34,doCorrUsed_34,authStatus_34,reserved1_34,gnssId_35,svId_35,sigId_35,freqId_35,prRes_35,cno_35,qualityInd_35,corrSource_35,ionoModel_35,health_35,prSmoothed_35,prUsed_35,crUsed_35,doUsed_35,prCorrUsed_35,crCorrUsed_35,doCorrUsed_35,authStatus_35,reserved1_35,gnssId_36,svId_36,sigId_36,freqId_36,prRes_36,cno_36,qualityInd_36,corrSource_36,ionoModel_36,health_36,prSmoothed_36,prUsed_36,crUsed_36,doUsed_36,prCorrUsed_36,crCorrUsed_36,doCorrUsed_36,authStatus_36,reserved1_36,gnssId_37,svId_37,sigId_37,freqId_37,prRes_37,cno_37,qualityInd_37,corrSource_37,ionoModel_37,health_37,prSmoothed_37,prUsed_37,crUsed_37,doUsed_37,prCorrUsed_37,crCorrUsed_37,doCorrUsed_37,authStatus_37,reserved1_37,gnssId_38,svId_38,sigId_38,freqId_38,prRes_38,cno_38,qualityInd_38,corrSource_38,ionoModel_38,health_38,prSmoothed_38,prUsed_38,crUsed_38,doUsed_38,prCorrUsed_38,crCorrUsed_38,doCorrUsed_38,authStatus_38,reserved1_38,gnssId_39,svId_39,sigId_39,freqId_39,prRes_39,cno_39,qualityInd_39,corrSource_39,ionoModel_39,health_39,prSmoothed_39,prUsed_39,crUsed_39,doUsed_39,prCorrUsed_39,crCorrUsed_39,doCorrUsed_39,authStatus_39,reserved1_39,gnssId_40,svId_40,sigId_40,freqId_40,prRes_40,cno_40,qualityInd_40,corrSource_40,ionoModel_40,health_40,prSmoothed_40,prUsed_40,crUsed_40,doUsed_40,prCorrUsed_40,crCorrUsed_40,doCorrUsed_40,authStatus_40,reserved1_40,gnssId_41,svId_41,sigId_41,freqId_41,prRes_41,cno_41,qualityInd_41,corrSource_41,ionoModel_41,health_41,prSmoothed_41,prUsed_41,crUsed_41,doUsed_41,prCorrUsed_41,crCorrUsed_41,doCorrUsed_41,authStatus_41,reserved1_41
93890000,0,41,0,0,5,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1.9,39,7,0,3,1,0,1,0,1,0,0,0,0,1,0,12,3,0,-0.4,29,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,0,0,0.3,36,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,3,0,-4.8,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,0,0,0.2,43,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,3,0,0.1,39,7,0,3,1,0,1,0,1,0,0,0,0,1,0,24,0,0,-1.3,22,4,0,3,1,0,1,0,1,0,0,0,0,1,0,24,3,0,0.4,35,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,0,0,1.3,43,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,3,0,5.9,31,7,0,3,1,0,1,0,1,0,0,0,0,1,1,127,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,41,7,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0.0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0.0,32,7,0,0,1,0,0,0,0,0,0,0,0,0,3,8,0,0,-0.7,39,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,2,0,0.2,36,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.0,27,6,0,0,1,0,0,0,0,0,0,0,0,0,3,9,2,0,0.0,24,4,0,0,1,0,0,0,0,0,0,0,0,0,3,13,0,0,-1.3,38,7,0,3,1,0,1,0,1,0,0,0,0,1,3,13,2,0,0.2,35,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,0,0,0.9,37,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,2,0,-1.1,35,7,0,3,1,0,1,0,1,0,0,0,0,1,3,23,0,0,0.0,44,7,0,0,1,0,0,0,0,0,0,0,0,0,3,37,0,0,0.0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,2.6,40,7,0,3,1,0,1,0,1,0,0,0,0,1,3,38,2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,39,0,0,0.0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,3,39,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2.9,38,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,5,0,-5.3,35,5,0,3,1,0,1,0,1,0,0,0,0,1,5,4,0,0,0.0,10,4,0,0,2,0,0,0,0,0,0,0,0,0,5,4,5,0,0.0,39,7,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0,5,-6.7,45,7,0,3,1,0,1,0,1,0,0,0,0,1,6,9,2,5,4.7,42,7,0,3,1,0,1,0,1,0,0,0,0,1,6,16,0,6,0.0,17,4,0,0,1,0,0,0,0,0,0,0,0,0,6,16,2,6,0.0,20,4,0,0,1,0,0,0,0,0,0,0,0,0
93891000,0,41,0,0,5,0,0,0.0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1.7,39,7,0,3,1,0,1,0,1,0,0,0,0,1,0,12,3,0,-0.7,30,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,0,0,0.4,36,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,3,0,-4.8,33,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,0,0,0.2,43,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,3,0,0.0,39,7,0,3,1,0,1,0,1,0,0,0,0,1,0,24,0,0,0.4,31,5,0,3,1,0,1,0,1,0,0,0,0,1,0,24,3,0,0.4,36,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,0,0,1.3,43,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,3,0,5.9,31,7,0,3,1,0,1,0,1,0,0,0,0,1,1,127,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0.0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,34,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0.3,31,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,0,0,-0.7,39,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,2,0,0.2,36,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.0,27,7,0,0,1,0,0,0,0,0,0,0,0,0,3,9,2,0,0.0,22,4,0,0,1,0,0,0,0,0,0,0,0,0,3,13,0,0,-1.2,37,7,0,3,1,0,1,0,1,0,0,0,0,1,3,13,2,0,0.2,35,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,0,0,0.9,35,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,2,0,-1.1,34,7,0,3,1,0,1,0,1,0,0,0,0,1,3,23,0,0,0.0,42,7,0,0,1,0,0,0,0,0,0,0,0,0,3,37,0,0,0.0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,2.7,40,7,0,3,1,0,1,0,1,0,0,0,0,1,3,38,2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,39,0,0,0.0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,3,39,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2.8,40,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,5,0,2.0,35,7,0,3,1,0,1,0,1,0,0,0,0,1,5,4,0,0,0.0,13,4,0,0,2,0,0,0,0,0,0,0,0,0,5,4,5,0,0.0,39,7,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0,5,-6.8,45,7,0,3,1,0,1,0,1,0,0,0,0,1,6,9,2,5,4.5,42,7,0,3,1,0,1,0,1,0,0,0,0,1,6,16,0,6,0.0,16,4,0,0,1,0,0,0,0,0,0,0,0,0,6,16,2,6,0.0,18,4,0,0,1,0,0,0,0,0,0,0,0,0
93892000,0,42,0,0,5,0,0,0.0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1.5,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,12,3,0,-0.7,35,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,0,0,0.3,33,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,3,0,-4.8,26,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,0,0,0.2,45,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,3,0,0.0,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,24,0,0,0.5,35,5,0,3,1,0,1,0,1,0,0,0,0,1,0,24,3,0,0.3,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,0,0,1.1,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,3,0,5.5,31,7,0,3,1,0,1,0,1,0,0,0,0,1,1,127,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0.0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1.8,30,5,0,3,1,0,1,0,1,0,0,0,0,1,3,6,2,0,0.2,31,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,0,0,-0.7,40,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,2,0,0.2,40,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.0,27,5,0,0,1,0,0,0,0,0,0,0,0,0,3,9,2,0,0.0,20,4,0,0,1,0,0,0,0,0,0,0,0,0,3,13,0,0,-1.1,39,7,0,3,1,0,1,0,1,0,0,0,0,1,3,13,2,0,0.2,35,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,0,0,0.8,36,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,2,0,-1.1,34,7,0,3,1,0,1,0,1,0,0,0,0,1,3,23,0,0,0.0,41,7,0,0,1,0,0,0,0,0,0,0,0,0,3,37,0,0,0.0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,2.7,42,7,0,3,1,0,1,0,1,0,0,0,0,1,3,38,2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,39,0,0,0.0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,3,39,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2.7,38,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,5,0,5.5,36,7,0,3,1,0,1,0,1,0,0,0,0,1,5,4,0,0,0.0,13,4,0,0,2,0,0,0,0,0,0,0,0,0,5,4,5,0,0.0,39,7,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0,5,-6.9,43,7,0,3,1,0,1,0,1,0,0,0,0,1,6,9,2,5,4.5,39,7,0,3,1,0,1,0,1,0,0,0,0,1,6,16,0,6,0.0,21,4,0,0,1,0,0,0,0,0,0,0,0,0
93893000,0,42,0,0,5,0,0,0.0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1.5,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,12,3,0,-0.8,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,0,0,0.3,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,3,0,-4.7,26,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,0,0,0.2,44,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,3,0,-0.1,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,24,0,0,1.8,37,5,0,3,1,0,1,0,1,0,0,0,0,1,0,24,3,0,0.3,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,0,0,1.1,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,3,0,5.6,31,7,0,3,1,0,1,0,1,0,0,0,0,1,1,127,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0.0,37,7,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,32,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,1.2,23,6,0,3,1,0,1,0,1,0,0,0,0,1,3,6,2,0,0.3,31,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,0,0,-0.7,40,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,2,0,0.1,40,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.0,27,6,0,0,1,0,0,0,0,0,0,0,0,0,3,9,2,0,0.0,18,4,0,0,1,0,0,0,0,0,0,0,0,0,3,13,0,0,-1.1,40,7,0,3,1,0,1,0,1,0,0,0,0,1,3,13,2,0,0.2,36,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,0,0,0.8,36,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,2,0,-1.1,35,7,0,3,1,0,1,0,1,0,0,0,0,1,3,23,0,0,0.0,41,7,0,0,1,0,0,0,0,0,0,0,0,0,3,37,0,0,0.0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,2.7,42,7,0,3,1,0,1,0,1,0,0,0,0,1,3,38,2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,39,0,0,0.0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,3,39,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2.6,39,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,5,0,6.6,36,7,0,3,1,0,1,0,1,0,0,0,0,1,5,4,0,0,0.0,11,4,0,0,2,0,0,0,0,0,0,0,0,0,5,4,5,0,0.0,39,7,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0,5,-7.0,43,7,0,3,1,0,1,0,1,0,0,0,0,1,6,9,2,5,4.4,39,7,0,3,1,0,1,0,1,0,0,0,0,1,6,16,0,6,0.0,26,5,0,0,1,0,0,0,0,0,0,0,0,0
93894000,0,42,0,0,5,0,0,0.0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0.0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1.3,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,12,3,0,-0.7,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,0,0,0.3,34,7,0,3,1,0,1,0,1,0,0,0,0,1,0,18,3,0,-4.5,26,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,0,0,0.1,44,7,0,3,1,0,1,0,1,0,0,0,0,1,0,23,3,0,-0.1,41,7,0,3,1,0,1,0,1,0,0,0,0,1,0,24,0,0,0.8,37,5,0,3,1,0,1,0,1,0,0,0,0,1,0,24,3,0,0.2,32,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,0,0,1.0,42,7,0,3,1,0,1,0,1,0,0,0,0,1,0,25,3,0,5.7,31,7,0,3,1,0,1,0,1,0,0,0,0,1,1,127,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,137,0,0,0.0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0.0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0.0,31,7,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,5.1,22,4,0,3,1,0,1,0,1,0,0,0,0,1,3,6,2,0,0.4,30,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,0,0,-0.7,39,7,0,3,1,0,1,0,1,0,0,0,0,1,3,8,2,0,0.1,39,7,0,3,1,0,1,0,1,0,0,0,0,1,3,9,0,0,0.0,26,6,0,0,1,0,0,0,0,0,0,0,0,0,3,9,2,0,0.0,18,3,0,0,1,0,0,0,0,0,0,0,0,0,3,13,0,0,-1.1,39,7,0,3,1,0,1,0,1,0,0,0,0,1,3,13,2,0,0.2,35,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,0,0,0.8,34,7,0,3,1,0,1,0,1,0,0,0,0,1,3,16,2,0,-1.1,34,7,0,3,1,0,1,0,1,0,0,0,0,1,3,23,0,0,0.0,40,7,0,0,1,0,0,0,0,0,0,0,0,0,3,37,0,0,0.0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2,0,0.0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,0,2.5,42,7,0,3,1,0,1,0,1,0,0,0,0,1,3,38,2,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,39,0,0,0.0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,3,39,2,0,0.0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2.6,38,7,0,3,1,0,1,0,1,0,0,0,0,1,5,3,5,0,6.9,36,7,0,3,1,0,1,0,1,0,0,0,0,1,5,4,0,0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,5,4,5,0,0.0,39,7,0,0,1,0,0,0,0,0,0,0,0,0,6,9,0,5,-7.0,43,7,0,3,1,0,1,0,1,0,0,0,0,1,6,9,2,5,4.4,39,7,0,3,1,0,1,0,1,0,0,0,0,1,6,16,0,6,0.0,26,6,0,0,1,0,0,0,0,0,0,0,0,0
