iTOW,version,posCovValid,velCovValid,reserved0,posCovNN,posCovNE,posCovND,posCovEE,posCovED,posCovDD,velCovNN,velCovNE,velCovND,velCovEE,velCovED,velCovDD
93980000,0,1,1,1171368248954360692736,1.510948657989502,-0.738396406173706,2.1576473712921143,2.6288013458251953,-2.240079402923584,9.970124244689941,0.01335087325423956,-0.0031856494024395943,0.015046028420329094,0.019369110465049744,-0.00625196099281311,0.06031036004424095
93981000,0,1,1,1171368248954360692736,1.4831953048706055,-0.7069907188415527,2.1237728595733643,2.512568712234497,-2.166698932647705,9.698202133178711,0.014353281818330288,-0.004938026424497366,0.01375496294349432,0.026801208034157753,-0.00675945682451129,0.06383193284273148
93982000,0,1,1,1171368248954360692736,1.4545421600341797,-0.6742508411407471,2.079385995864868,2.404661178588867,-2.0840277671813965,9.3900728225708,0.015209730714559555,-0.0048845792189240456,0.014965424314141273,0.02458988130092621,-0.007940602488815784,0.06484358757734299
93983000,0,1,1,1171368248954360692736,1.4361437559127808,-0.6572216749191284,2.0887703895568848,2.3284285068511963,-2.0762059688568115,9.255067825317383,0.015539885498583317,-0.00527953589335084,0.016195854172110558,0.03178761526942253,-0.007227571681141853,0.07170622795820236
93984000,0,1,1,1171368248954360692736,1.4363329410552979,-0.6508517265319824,2.1048619747161865,2.3247551918029785,-2.0169272422790527,9.268331527709961,0.01891508512198925,-0.0072994050569832325,0.01795634627342224,0.04560333490371704,-0.00023512355983257294,0.0813014879822731
93985000,0,1,1,1171368248954360692736,1.4472870826721191,-0.6499220132827759,2.137782096862793,2.3432676792144775,-1.9825167655944824,9.363380432128906,0.02098838984966278,-0.006891178898513317,0.02134880982339382,0.04442847520112991,-0.004835004918277264,0.0907723531126976
93986000,0,1,1,1171368248954360692736,1.4534494876861572,-0.6454945802688599,2.158602476119995,2.3355679512023926,-1.9176514148712158,9.330862045288086,0.019451133906841278,-0.0070429109036922455,0.020775841549038887,0.03794943541288376,-0.0046067507937550545,0.07966698706150055
93987000,0,1,1,1171368248954360692736,1.4046909809112549,-0.5830920934677124,2.040827989578247,2.2281856536865234,-1.7265408039093018,8.938756942749023,0.012345182709395885,0.001590915024280548,0.005381052847951651,0.02131916582584381,0.00826082844287157,0.0582159049808979
93988000,0,1,1,1171368248954360692736,1.317310094833374,-0.48892414569854736,1.8526926040649414,2.018076181411743,-1.530983805656433,8.237781524658203,0.004722532816231251,0.0017029461450874805,0.00018025084864348173,0.009827110916376114,0.004883972927927971,0.03109077364206314
93989000,0,1,1,1171368248954360692736,1.243129849433899,-0.4146377444267273,1.7001726627349854,1.8446738719940186,-1.3601282835006714,7.664344310760498,0.005966370925307274,0.0017901650862768292,0.0013208335731178522,0.010816596448421478,0.004201485309749842,0.03464539349079132
93990000,0,1,1,1171368248954360692736,1.185728907585144,-0.35869619250297546,1.5769068002700806,1.7274553775787354,-1.207645297050476,7.2345733642578125,0.0068617225624620914,0.00189865508582443,0.0022048745304346085,0.014736386016011238,0.006617583800107241,0.03894088789820671
