version,reserved0,gpsTOW,gloTOW,bdsTOW,reserved1,qzssTOW,gpsTOWacc,gloTOWacc,bdsTOWacc,reserved2,qzssTOWacc,numSv,towSet,reserved3,gnssId_01,svId_01,cNo_01,mpathIndic_01,dopplerMS_01,dopplerHz_01,wholeChips_01,fracChips_01,codePhase_01,intCodePhase_01,pseuRangeRMSErr_01,reserved4_01,gnssId_02,svId_02,cNo_02,mpathIndic_02,dopplerMS_02,dopplerHz_02,wholeChips_02,fracChips_02,codePhase_02,intCodePhase_02,pseuRangeRMSErr_02,reserved4_02,gnssId_03,svId_03,cNo_03,mpathIndic_03,dopplerMS_03,dopplerHz_03,wholeChips_03,fracChips_03,codePhase_03,intCodePhase_03,pseuRangeRMSErr_03,reserved4_03,gnssId_04,svId_04,cNo_04,mpathIndic_04,dopplerMS_04,dopplerHz_04,wholeChips_04,fracChips_04,codePhase_04,intCodePhase_04,pseuRangeRMSErr_04,reserved4_04,gnssId_05,svId_05,cNo_05,mpathIndic_05,dopplerMS_05,dopplerHz_05,wholeChips_05,fracChips_05,codePhase_05,intCodePhase_05,pseuRangeRMSErr_05,reserved4_05,gnssId_06,svId_06,cNo_06,mpathIndic_06,dopplerMS_06,dopplerHz_06,wholeChips_06,fracChips_06,codePhase_06,intCodePhase_06,pseuRangeRMSErr_06,reserved4_06,gnssId_07,svId_07,cNo_07,mpathIndic_07,dopplerMS_07,dopplerHz_07,wholeChips_07,fracChips_07,codePhase_07,intCodePhase_07,pseuRangeRMSErr_07,reserved4_07,gnssId_08,svId_08,cNo_08,mpathIndic_08,dopplerMS_08,dopplerHz_08,wholeChips_08,fracChips_08,codePhase_08,intCodePhase_08,pseuRangeRMSErr_08,reserved4_08,gnssId_09,svId_09,cNo_09,mpathIndic_09,dopplerMS_09,dopplerHz_09,wholeChips_09,fracChips_09,codePhase_09,intCodePhase_09,pseuRangeRMSErr_09,reserved4_09,gnssId_10,svId_10,cNo_10,mpathIndic_10,dopplerMS_10,dopplerHz_10,wholeChips_10,fracChips_10,codePhase_10,intCodePhase_10,pseuRangeRMSErr_10,reserved4_10,gnssId_11,svId_11,cNo_11,mpathIndic_11,dopplerMS_11,dopplerHz_11,wholeChips_11,fracChips_11,codePhase_11,intCodePhase_11,pseuRangeRMSErr_11,reserved4_11,gnssId_12,svId_12,cNo_12,mpathIndic_12,dopplerMS_12,dopplerHz_12,wholeChips_12,fracChips_12,codePhase_12,intCodePhase_12,pseuRangeRMSErr_12,reserved4_12,gnssId_13,svId_13,cNo_13,mpathIndic_13,dopplerMS_13,dopplerHz_13,wholeChips_13,fracChips_13,codePhase_13,intCodePhase_13,pseuRangeRMSErr_13,reserved4_13,gnssId_14,svId_14,cNo_14,mpathIndic_14,dopplerMS_14,dopplerHz_14,wholeChips_14,fracChips_14,codePhase_14,intCodePhase_14,pseuRangeRMSErr_14,reserved4_14,gnssId_15,svId_15,cNo_15,mpathIndic_15,dopplerMS_15,dopplerHz_15,wholeChips_15,fracChips_15,codePhase_15,intCodePhase_15,pseuRangeRMSErr_15,reserved4_15,gnssId_16,svId_16,cNo_16,mpathIndic_16,dopplerMS_16,dopplerHz_16,wholeChips_16,fracChips_16,codePhase_16,intCodePhase_16,pseuRangeRMSErr_16,reserved4_16,gnssId_17,svId_17,cNo_17,mpathIndic_17,dopplerMS_17,dopplerHz_17,wholeChips_17,fracChips_17,codePhase_17,intCodePhase_17,pseuRangeRMSErr_17,reserved4_17,gnssId_18,svId_18,cNo_18,mpathIndic_18,dopplerMS_18,dopplerHz_18,wholeChips_18,fracChips_18,codePhase_18,intCodePhase_18,pseuRangeRMSErr_18,reserved4_18,gnssId_19,svId_19,cNo_19,mpathIndic_19,dopplerMS_19,dopplerHz_19,wholeChips_19,fracChips_19,codePhase_19,intCodePhase_19,pseuRangeRMSErr_19,reserved4_19,gnssId_20,svId_20,cNo_20,mpathIndic_20,dopplerMS_20,dopplerHz_20,wholeChips_20,fracChips_20,codePhase_20,intCodePhase_20,pseuRangeRMSErr_20,reserved4_20,gnssId_21,svId_21,cNo_21,mpathIndic_21,dopplerMS_21,dopplerHz_21,wholeChips_21,fracChips_21,codePhase_21,intCodePhase_21,pseuRangeRMSErr_21,reserved4_21
1,0,93928000,104710000,93914000,93928000,93928000,0.0,0.0,0.0,0,0.0,27,2,0,0,7,10,1,467.36,2456.0,56,56,0.054794788361,0,35,0,2,26,36,1,-613.32,-3223.0,4069,224,0.977731227875,3,0,0,5,3,35,1,-123.76,-650.2,705,619,0.689741134644,0,0,0,2,29,29,1,-245.88,-1292.0,1617,424,0.581050395966,1,0,0,3,6,29,1,-33.2,-172.8,352,905,0.172474861145,0,12,0,3,39,31,1,-100.84,-525.2,1365,551,0.667418479919,0,12,0,3,37,31,1,477.44,2486.2,1565,553,0.765171527863,0,7,0,2,27,36,1,102.28,537.6,4024,406,0.933917045593,3,0,0,2,21,33,1,342.0,1797.4,768,142,0.750868797302,0,0,0,0,28,19,2,468.16,2460.2,63,501,0.062061786652,0,33,0,1,137,34,1,-101.72,-534.4,429,781,0.420100688934,0,0,0,0,12,40,1,183.16,962.6,859,969,0.840612888336,0,0,0,6,16,23,2,-488.96,-2611.8,193,837,0.37929058075,0,27,0,6,22,18,2,-177.96,-950.0,343,742,0.672651767731,0,28,0,6,9,36,1,234.2,1250.6,27,734,0.054241657257,0,0,0,6,21,27,2,-761.88,-4076.8,495,881,0.970374107361,0,20,0,6,23,8,2,269.4,1441.2,189,395,0.370617866516,0,34,0,3,23,40,1,69.64,362.6,1311,645,0.641070365906,0,0,0,3,16,25,1,-69.52,-362.0,999,24,0.48828125,0,8,0,3,9,28,1,-4.36,-22.8,148,950,0.072789669037,0,9,0,3,13,36,1,70.76,368.4,53,530,0.026157855988,0,0,0
1,0,93929000,104711000,93915000,93929000,93929000,0.0,0.0,0.0,0,0.0,27,2,0,0,7,8,1,467.36,2456.0,54,460,0.053225040436,0,34,0,2,26,34,1,-613.76,-3225.2,4071,320,0.979777812958,3,0,0,5,3,35,1,-124.2,-652.6,706,29,0.690155029297,0,0,0,2,29,34,1,-246.68,-1296.4,1618,261,0.581872940063,1,0,0,3,6,32,1,-32.8,-170.8,353,103,0.172581195831,0,10,0,3,39,37,1,-100.96,-525.8,1366,230,0.667754173279,0,12,0,3,37,30,1,476.64,2482.0,1562,301,0.7635846138,0,8,0,2,27,37,1,102.04,536.2,4024,50,0.933577060699,3,0,0,2,21,33,1,341.8,1796.2,766,996,0.749729633331,0,0,0,0,28,19,1,465.84,2448.0,61,912,0.060500144958,0,29,0,1,137,36,1,-101.64,-534.2,430,113,0.420440196991,0,0,0,0,12,36,1,182.72,960.2,859,331,0.840003967285,0,0,0,6,16,21,2,-489.76,-2616.2,194,664,0.380917549133,0,28,0,6,22,17,2,-179.0,-955.6,344,30,0.673248767853,0,29,0,6,9,38,1,233.92,1249.2,27,325,0.053460597992,0,0,0,6,21,26,1,-762.8,-4081.8,497,163,0.97291469574,0,17,0,6,23,8,2,269.4,1441.2,188,950,0.369721889496,0,33,0,3,23,41,1,69.4,361.4,1311,159,0.640838623047,0,0,0,3,16,37,1,-70.28,-366.0,999,508,0.488512516022,0,6,0,3,9,24,1,-4.84,-25.4,148,988,0.072807788849,0,12,0,3,13,35,1,70.88,369.0,53,38,0.025922775269,0,0,0
1,0,93930000,104712000,93916000,93930000,93930000,0.0,0.0,0.0,0,0.0,27,2,0,0,7,9,1,467.36,2456.0,52,876,0.051667690277,0,35,0,2,26,25,1,-613.52,-3224.2,4073,410,0.981819629669,3,6,0,5,3,28,1,-123.84,-650.8,706,463,0.69056892395,0,0,0,2,29,37,1,-246.44,-1295.2,1619,97,0.582693576813,1,0,0,3,6,24,1,-32.48,-169.0,353,330,0.172689437866,0,14,0,3,39,33,1,-100.72,-524.6,1366,932,0.668089389801,0,9,0,3,37,33,1,477.28,2485.4,1559,41,0.761994361877,0,8,0,2,27,33,1,102.16,536.8,4023,717,0.933236598969,3,0,0,2,21,28,1,341.76,1796.0,765,818,0.748581886292,0,6,0,0,28,18,1,467.36,2456.0,60,303,0.058941364288,0,28,0,1,137,36,1,-101.48,-533.2,430,468,0.420779705048,0,0,0,0,12,39,1,183.12,962.4,858,717,0.839394569397,0,0,0,6,16,18,2,-489.96,-2617.2,195,487,0.382536888123,0,30,0,6,22,15,2,-179.32,-957.2,344,342,0.673844337463,0,30,0,6,9,38,1,234.28,1251.0,26,941,0.05267906189,0,0,0,6,21,32,1,-762.44,-4080.0,498,471,0.975461483002,0,15,0,6,23,8,2,269.4,1441.2,188,478,0.36882019043,0,34,0,3,23,35,1,69.6,362.4,1310,697,0.640606880188,0,0,0,3,16,32,1,-70.04,-364.6,999,1004,0.488749504089,0,8,0,3,9,24,1,-4.4,-23.0,149,22,0.072835922241,0,17,0,3,13,26,1,70.96,369.4,52,581,0.025692939758,0,12,0
1,0,93931000,104713000,93917000,93931000,93931000,0.0,0.0,0.0,0,0.0,26,2,0,2,26,26,1,-613.36,-3223.2,4075,499,0.983859062195,3,8,0,5,3,36,1,-124.0,-651.6,706,896,0.690982341766,0,0,0,2,29,39,1,-246.52,-1295.4,1619,958,0.583514690399,1,0,0,3,6,25,1,-32.56,-169.6,353,544,0.172791481018,0,13,0,3,39,36,1,-100.76,-524.6,1367,613,0.668425559998,0,5,0,3,37,30,1,476.44,2481.0,1555,794,0.760398864746,0,6,0,2,27,39,1,101.88,535.4,4023,361,0.932896614075,3,0,0,2,21,30,1,341.44,1794.2,764,638,0.747432231903,0,9,0,0,28,19,2,468.44,2461.8,58,718,0.057382106781,0,28,0,1,137,39,2,-101.76,-534.8,430,823,0.421118736267,0,0,0,0,12,40,1,182.56,959.4,858,78,0.838785171509,0,0,0,6,16,19,1,-487.6,-2604.6,196,317,0.384167671204,0,30,0,6,22,15,2,-177.8,-949.2,344,652,0.674437522888,0,30,0,6,9,42,1,233.88,1249.0,26,532,0.051898479462,0,0,0,6,21,32,1,-762.04,-4077.8,499,777,0.978003025055,0,14,0,6,23,10,2,269.4,1441.2,188,10,0.367926120758,0,34,0,3,23,41,1,69.32,361.0,1310,211,0.640374660492,0,0,0,3,16,32,1,-70.0,-364.4,1000,468,0.488982200623,0,6,0,3,9,23,1,-4.72,-24.6,149,67,0.072857379913,0,19,0,3,13,33,1,71.0,369.8,52,78,0.025453090668,0,9,0,3,38,36,1,-4.16,-21.6,1822,794,0.890897274017,0,0,0
1,0,93932000,104714000,93918000,93932000,93932000,0.0,0.0,0.0,0,0.0,26,2,0,2,26,37,1,-613.52,-3224.0,4077,596,0.985906600952,3,2,0,5,3,39,1,-124.04,-651.8,707,305,0.69139623642,0,0,0,2,29,39,1,-246.56,-1295.6,1620,795,0.58433675766,1,0,0,3,6,32,1,-32.44,-169.0,353,776,0.172902107239,0,9,0,3,39,39,1,-100.84,-525.2,1368,292,0.668761253357,0,1,0,3,37,32,1,477.2,2484.8,1552,523,0.758802890778,0,5,0,2,27,39,1,101.8,535.0,4023,5,0.932556152344,3,0,0,2,21,38,1,341.72,1795.8,763,476,0.74630022049,0,2,0,0,28,22,2,467.32,2455.8,57,101,0.055815219879,0,29,0,1,137,41,1,-101.76,-534.8,431,154,0.421457290649,0,0,0,0,12,43,1,182.6,959.6,857,463,0.838174819946,0,0,0,6,16,20,1,-488.04,-2607.2,197,146,0.385798931122,0,28,0,6,22,21,1,-177.6,-948.0,344,966,0.675037384033,0,30,0,6,9,42,1,233.88,1249.0,26,123,0.051117420197,0,0,0,6,21,27,1,-761.96,-4077.2,501,58,0.980541229248,0,24,0,6,23,13,2,269.4,1441.2,187,565,0.367029666901,0,34,0,3,23,44,1,69.44,361.6,1309,748,0.640142440796,0,0,0,3,16,36,1,-70.12,-365.2,1000,953,0.489213943481,0,1,0,3,9,23,1,-4.48,-23.2,149,102,0.072873592377,0,25,0,3,13,33,1,71.12,370.2,51,593,0.025209903717,0,6,0,3,38,41,1,-4.24,-22.2,1822,822,0.890910625458,0,0,0
1,0,93933000,104715000,93919000,93933000,93933000,0.0,0.0,0.0,0,0.0,27,2,0,2,26,29,1,-613.36,-3223.2,4079,694,0.987955093384,3,0,0,5,3,34,1,-123.8,-650.6,707,738,0.691809177399,0,0,0,2,29,28,1,-246.36,-1294.6,1621,631,0.585158348083,1,0,0,3,6,30,1,-32.44,-169.0,353,1005,0.173011779785,0,9,0,3,39,35,1,-100.72,-524.4,1368,995,0.669096946716,0,3,0,3,37,33,1,477.2,2485.0,1549,265,0.757213592529,0,1,0,2,27,34,1,102.12,536.6,4022,672,0.93221616745,3,0,0,2,21,35,1,341.96,1797.0,762,309,0.745163440704,0,0,0,0,28,21,2,467.96,2459.2,55,527,0.054266929626,0,29,0,5,4,19,1,19.96,104.8,376,639,0.368156433105,0,50,0,1,137,38,1,-101.36,-532.8,431,508,0.421795368195,0,0,0,0,12,37,1,182.8,960.8,856,848,0.837564945221,0,0,0,6,16,22,2,-487.6,-2604.8,197,1000,0.38743019104,0,28,0,6,22,24,2,-178.64,-953.6,345,253,0.675631523132,0,24,0,6,9,42,1,234.0,1249.4,25,739,0.050336837769,0,0,0,6,21,26,2,-762.0,-4077.6,502,374,0.983102321625,0,25,0,6,23,16,2,269.4,1441.2,187,97,0.366134643555,0,34,0,3,23,42,1,69.6,362.4,1309,262,0.639910697937,0,0,0,3,16,31,1,-69.96,-364.2,1001,424,0.489449501038,0,2,0,3,9,30,1,-4.52,-23.6,149,101,0.072873592377,0,17,0,3,13,32,1,71.12,370.4,51,92,0.024971008301,0,6,0
1,0,93934000,104716000,93920000,93934000,93934000,0.0,0.0,0.0,0,0.0,27,2,0,2,26,30,1,-613.16,-3222.2,4081,791,0.990002632141,3,0,0,5,3,34,1,-123.64,-649.8,708,146,0.692222118378,0,0,0,2,29,29,1,-246.64,-1296.2,1622,466,0.585978507996,1,0,0,3,6,29,1,-32.24,-168.0,354,195,0.173113822937,0,7,0,3,39,37,1,-100.32,-522.4,1369,674,0.669432163239,0,0,0,3,37,34,1,477.32,2485.6,1546,0,0.755620956421,0,0,0,2,27,36,1,102.08,536.4,4022,316,0.931875705719,3,0,0,2,21,39,1,341.96,1797.0,761,141,0.744025707245,0,0,0,0,28,19,2,466.64,2452.2,53,949,0.052714347839,0,30,0,5,4,14,1,19.96,104.8,376,559,0.368080615997,0,43,0,1,137,38,1,-101.24,-532.0,431,862,0.42213344574,0,0,0,0,12,40,1,182.84,960.8,856,209,0.836955070496,0,0,0,6,16,23,2,-488.32,-2608.4,198,829,0.389061450958,0,27,0,6,22,23,1,-178.68,-954.0,345,563,0.676224708557,0,20,0,6,9,42,1,234.16,1250.4,25,330,0.049556255341,0,0,0,6,21,23,2,-762.12,-4078.4,503,688,0.985661029816,0,30,0,6,23,16,2,269.4,1441.2,186,650,0.365235328674,0,33,0,3,23,44,1,69.76,363.2,1308,800,0.639678001404,0,0,0,3,16,32,1,-69.76,-363.2,1001,911,0.489682674408,0,0,0,3,9,31,1,-4.28,-22.2,149,117,0.072881221771,0,9,0,3,13,32,1,71.24,371.0,50,625,0.024736881256,0,7,0
1,0,93935000,104717000,93921000,93935000,93935000,0.0,0.0,0.0,0,0.0,26,2,0,2,26,34,1,-613.48,-3223.8,4083,888,0.992050647736,3,0,0,5,3,36,1,-123.8,-650.6,708,578,0.69263458252,0,0,0,2,29,35,1,-246.36,-1294.8,1623,303,0.586800098419,1,0,0,3,6,38,1,-32.44,-168.8,354,434,0.173227787018,0,6,0,3,39,38,1,-100.64,-524.2,1370,351,0.669766902924,0,0,0,3,37,38,1,477.04,2484.2,1542,758,0.754027366638,0,0,0,2,27,37,1,101.84,535.2,4021,984,0.931536197662,3,0,0,2,21,36,1,341.88,1796.6,759,997,0.742887496948,0,0,0,0,28,27,2,467.48,2456.6,52,339,0.051155090332,0,23,0,1,137,38,1,-101.48,-533.2,432,191,0.422470569611,0,0,0,0,12,40,1,182.52,959.2,855,594,0.836344718933,0,0,0,6,16,24,1,-489.24,-2613.4,199,658,0.390690326691,0,27,0,6,22,24,1,-179.16,-956.4,345,874,0.676818847656,0,26,0,6,9,41,1,233.68,1247.8,24,946,0.048775196075,0,0,0,6,21,37,2,-762.2,-4078.8,504,991,0.988196849823,0,22,0,6,23,15,2,269.4,1441.2,186,180,0.364336490631,0,33,0,3,23,44,1,69.36,361.0,1308,311,0.639444828033,0,0,0,3,16,40,1,-69.92,-364.2,1002,374,0.489914894104,0,0,0,3,9,34,1,-4.32,-22.6,149,132,0.072887897491,0,7,0,3,13,41,1,71.16,370.6,50,126,0.024498462677,0,2,0,3,38,38,1,-4.04,-21.2,1822,905,0.890950202942,0,0,0
1,0,93936000,104718000,93922000,93936000,93936000,0.0,0.0,0.0,0,0.0,26,2,0,2,26,40,1,-612.92,-3221.0,4085,985,0.994097709656,3,0,0,5,3,43,1,-123.32,-648.2,708,1010,0.693047046661,0,0,0,2,29,41,1,-245.84,-1291.8,1624,139,0.587621212006,1,0,0,3,6,38,1,-32.04,-167.0,354,672,0.173341751099,0,3,0,3,39,43,1,-100.32,-522.2,1371,32,0.670103549957,0,0,0,3,37,37,1,477.56,2486.8,1539,494,0.752435684204,0,0,0,2,27,39,1,102.28,537.6,4021,627,0.931195735931,3,0,0,2,21,36,1,342.64,1800.6,758,827,0.74174785614,0,0,0,0,28,28,2,468.12,2460.0,50,720,0.049563884735,0,26,0,1,137,38,1,-101.04,-530.8,432,545,0.422807693481,0,0,0,0,12,42,1,182.96,961.6,854,979,0.835734844208,0,0,0,6,16,29,2,-488.72,-2610.6,200,490,0.392327308655,0,23,0,6,22,25,2,-179.68,-959.2,346,164,0.67741727829,0,28,0,6,9,47,1,233.96,1249.4,24,538,0.047995567322,0,0,0,6,21,43,2,-761.92,-4077.2,506,260,0.990713596344,0,13,0,6,23,16,2,269.4,1441.2,185,734,0.363438606262,0,34,0,3,23,45,1,69.68,362.8,1307,850,0.639213562012,0,0,0,3,16,40,1,-69.48,-361.8,1002,861,0.490147590637,0,0,0,3,9,34,1,-4.08,-21.2,149,164,0.072903633118,0,6,0,3,13,43,1,71.44,372.0,49,651,0.024260044098,0,0,0,3,38,44,1,-3.72,-19.4,1822,933,0.890963554382,0,0,0
1,0,93937000,104719000,93923000,93937000,93937000,0.0,0.0,0.0,0,0.0,26,2,0,2,26,39,1,-613.24,-3222.6,4088,53,0.996140956879,3,0,0,5,3,39,1,-123.56,-649.4,709,418,0.693459033966,0,0,0,2,29,38,1,-245.96,-1292.4,1624,997,0.588439941406,1,0,0,3,6,41,1,-32.24,-168.0,354,887,0.173444271088,0,0,0,3,39,42,1,-100.52,-523.4,1371,733,0.670438289642,0,0,0,3,37,38,1,477.12,2484.6,1536,230,0.750843048096,0,0,0,2,27,36,1,102.12,536.8,4021,269,0.930853843689,3,0,0,2,21,35,1,342.32,1799.0,757,654,0.740605354309,0,0,0,0,28,26,2,467.52,2456.8,49,15,0.047913074493,0,25,0,1,137,39,1,-101.16,-531.6,432,897,0.423144340515,0,0,0,0,12,39,1,182.76,960.6,854,339,0.835124015808,0,0,0,6,16,28,2,-489.04,-2612.4,201,317,0.39395236969,0,20,0,6,22,25,2,-179.04,-955.8,346,470,0.678003311157,0,24,0,6,9,44,1,233.72,1248.0,24,130,0.047216415405,0,0,0,6,21,39,1,-762.04,-4078.0,507,554,0.993230819702,0,11,0,6,23,14,2,269.4,1441.2,185,264,0.36254119873,0,34,0,3,23,41,1,69.4,361.2,1307,364,0.638981342316,0,0,0,3,16,43,1,-69.72,-363.0,1003,324,0.490379810333,0,0,0,3,9,40,1,-4.28,-22.2,149,198,0.072919845581,0,1,0,3,13,42,1,71.44,372.0,49,157,0.024024486542,0,0,0,3,38,40,1,-3.84,-20.0,1822,957,0.890974998474,0,0,0
1,0,93938000,104720000,93924000,93938000,93938000,0.0,0.0,0.0,0,0.0,27,2,0,2,26,33,1,-613.0,-3221.4,4090,148,0.998186588287,3,0,0,5,3,39,1,-123.4,-648.4,709,849,0.693870544434,0,0,0,2,29,38,1,-245.76,-1291.4,1625,832,0.589260101318,1,0,0,3,6,39,1,-32.08,-167.0,355,94,0.173554420471,0,0,0,3,39,41,1,-100.28,-522.2,1372,411,0.670773029327,0,0,0,3,37,35,1,477.4,2485.8,1532,990,0.749250888824,0,0,0,2,27,36,1,102.2,537.0,4020,937,0.930513381958,3,0,0,2,21,35,1,342.44,1799.6,756,482,0.739463329315,0,0,0,0,28,26,1,468.12,2460.0,47,366,0.046293258667,0,26,0,5,4,11,1,19.96,104.8,376,273,0.367807388306,0,31,0,1,137,38,1,-100.88,-530.2,433,226,0.423481464386,0,0,0,0,12,38,1,182.88,961.0,853,724,0.834514141083,0,0,0,6,16,25,2,-488.68,-2610.6,202,146,0.395584106445,0,27,0,6,22,24,2,-178.92,-955.0,346,775,0.678586006165,0,22,0,6,9,42,1,233.76,1248.4,23,746,0.046437263489,0,0,0,6,21,42,1,-761.84,-4076.8,508,856,0.995765686035,0,9,0,6,23,12,2,268.92,1438.6,184,817,0.361640453339,0,34,0,3,23,43,1,69.52,362.0,1306,903,0.638750076294,0,0,0,3,16,40,1,-69.52,-362.0,1003,812,0.490612506866,0,0,0,3,9,34,1,-4.08,-21.2,149,222,0.072931289673,0,1,0,3,13,37,1,71.56,372.6,48,682,0.023786067963,0,0,0
1,0,93939000,104721000,93925000,93939000,93939000,0.0,0.0,0.0,0,0.0,27,2,0,2,26,36,1,-613.0,-3221.4,0,240,0.00022983551,0,0,0,5,3,37,1,-123.28,-647.8,710,256,0.694282054901,0,0,0,2,29,37,1,-245.44,-1289.8,1626,667,0.59008026123,1,0,0,3,6,35,1,-31.84,-165.8,355,317,0.173660755157,0,0,0,3,39,39,1,-99.72,-519.2,1373,87,0.671107292175,0,0,0,3,37,32,1,477.48,2486.2,1529,724,0.747657775879,0,0,0,2,27,33,1,102.44,538.4,4020,579,0.930171966553,3,0,0,2,21,34,1,342.48,1799.8,755,309,0.738320827484,0,0,0,0,28,28,1,468.08,2459.8,45,779,0.044732093811,0,25,0,5,4,12,1,19.96,104.8,376,204,0.367741584778,0,30,0,1,137,33,1,-100.64,-528.8,433,578,0.423817157745,0,0,0,0,12,34,1,183.04,961.8,853,85,0.83390378952,0,0,0,6,16,24,2,-489.24,-2613.6,202,1002,0.397219657898,0,27,0,6,22,21,2,-177.6,-948.0,347,58,0.679172992706,0,27,0,6,9,39,1,233.92,1249.2,23,338,0.045657157898,0,0,0,6,21,38,1,-761.84,-4076.8,510,138,0.998308181763,0,9,0,6,23,11,2,268.92,1438.6,184,348,0.360743999481,0,34,0,3,23,41,1,69.64,362.6,1306,416,0.638517856598,0,0,0,3,16,37,1,-69.08,-359.8,1004,273,0.490843772888,0,0,0,3,9,36,1,-3.92,-20.4,149,246,0.072942733765,0,1,0,3,13,37,1,72.08,375.2,48,180,0.023546218872,0,0,0
1,0,93940000,104722000,93926000,93940000,93940000,0.0,0.0,0.0,0,0.0,26,2,0,2,26,37,1,-612.72,-3220.0,2,338,0.002278327942,0,0,0,5,3,37,1,-123.4,-648.6,710,688,0.69469499588,0,1,0,2,29,39,1,-245.56,-1290.6,1627,500,0.59089756012,1,0,0,3,6,32,1,-32.04,-166.8,355,540,0.173767089844,0,0,0,3,39,32,1,-99.88,-520.2,1373,787,0.671441078186,0,0,0,3,37,30,1,477.64,2487.2,1526,428,0.746049880981,0,12,0,2,27,35,1,102.28,537.4,4020,221,0.929830551147,3,0,0,2,21,34,1,342.4,1799.2,754,136,0.737178325653,0,0,0,0,28,29,1,467.88,2458.6,44,162,0.043166160583,0,21,0,1,137,30,1,-100.64,-529.0,433,930,0.424153327942,0,11,0,0,12,32,1,183.0,961.6,852,470,0.833293437958,0,0,0,6,16,22,2,-488.64,-2610.4,203,836,0.398859500885,0,27,0,6,22,20,2,-178.76,-954.2,347,378,0.679783821106,0,31,0,6,9,32,1,233.8,1248.6,22,955,0.044878959656,0,7,0,6,21,39,1,-761.72,-4076.0,0,448,0.000856876373,0,8,0,6,23,11,2,268.92,1438.6,183,904,0.35984992981,0,34,0,3,23,33,1,69.88,364.0,1305,954,0.638285636902,0,0,0,3,16,32,1,-68.88,-358.8,1004,757,0.49107503891,0,0,0,3,9,28,1,-4.28,-22.2,149,273,0.072955608368,0,0,0,3,13,36,1,71.72,373.4,47,702,0.023306846619,0,0,0,3,38,31,1,-3.44,-17.8,1823,10,0.891012191772,0,0,0
1,0,93941000,104723000,93927000,93941000,93941000,0.0,0.0,0.0,0,0.0,28,2,0,2,26,34,2,-612.52,-3218.8,4,454,0.004343509674,0,12,0,5,3,31,1,-123.68,-650.0,711,100,0.695110321045,0,15,0,2,29,37,1,-245.28,-1289.0,1628,335,0.591717720032,1,0,0,3,6,33,1,-32.0,-166.6,355,763,0.173873901367,0,1,0,3,39,31,1,-100.28,-522.0,1374,462,0.671774864197,0,0,0,3,37,37,1,477.68,2487.4,1523,195,0.744472503662,0,10,0,2,27,30,1,102.48,538.6,4019,886,0.929487705231,3,12,0,2,21,23,1,341.92,1796.8,752,1013,0.736060142517,0,14,0,0,28,32,1,467.92,2459.0,42,554,0.041584968567,0,20,0,5,4,12,1,19.96,104.8,376,53,0.367598056793,0,30,0,1,137,31,1,-100.88,-530.0,434,259,0.424489498138,0,8,0,0,12,33,1,182.84,960.8,851,861,0.832689285278,0,11,0,6,16,21,1,-488.16,-2607.6,204,669,0.400497436523,0,27,0,6,22,18,2,-180.28,-962.4,347,697,0.680393218994,0,33,0,6,9,35,1,233.56,1247.2,22,549,0.044102668762,0,16,0,6,21,39,1,-761.96,-4077.4,1,754,0.003397941589,0,9,0,6,23,14,2,268.92,1438.6,183,436,0.358955383301,0,34,0,3,23,31,1,68.8,358.4,1305,469,0.638053894043,0,8,0,3,16,32,1,-69.08,-359.8,1005,218,0.491306781769,0,0,0,3,9,36,1,-4.12,-21.4,149,302,0.072969436646,0,1,0,3,13,30,1,71.8,374.0,47,199,0.023066520691,0,0,0
1,0,93942000,104724000,93928000,93942000,93942000,0.0,0.0,0.0,0,0.0,26,2,0,2,26,41,2,-613.48,-3223.8,6,513,0.006355762482,0,11,0,5,3,42,1,-123.64,-649.8,711,529,0.695520401001,0,11,0,2,29,41,1,-246.12,-1293.4,1629,171,0.592538833618,1,0,0,3,6,39,1,-32.28,-168.2,355,988,0.173981189728,0,0,0,3,39,41,1,-100.48,-523.2,1375,139,0.672109603882,0,0,0,3,37,45,1,477.24,2485.0,1519,971,0.742887973785,0,5,0,2,27,33,2,100.8,529.8,4019,532,0.929149627686,3,12,0,2,21,37,2,341.96,1797.0,751,831,0.734909057617,0,14,0,0,28,37,1,468.08,2459.8,40,1007,0.040062427521,0,21,0,0,12,34,1,181.68,954.6,851,224,0.832080841064,0,20,0,6,16,30,2,-488.2,-2607.8,205,501,0.402132987976,0,28,0,6,22,29,2,-178.6,-953.4,347,1013,0.680996417999,0,33,0,6,9,37,1,232.64,1242.2,22,135,0.043311595917,0,14,0,6,21,50,1,-761.88,-4076.8,3,35,0.005939483643,0,7,0,6,23,15,2,268.92,1438.6,182,993,0.358062744141,0,34,0,3,23,41,1,68.84,358.4,1304,1013,0.637825012207,0,7,0,3,16,42,1,-69.8,-363.4,1005,707,0.491539955139,0,0,0,3,9,43,1,-4.12,-21.4,149,332,0.07298374176,0,0,0,3,13,41,1,71.36,371.6,46,726,0.022829532623,0,0,0,3,38,40,1,-3.92,-20.4,1823,73,0.891041755676,0,14,0,3,8,35,1,52.52,273.6,650,103,0.317742824554,0,11,0
