iTOW,version,numSvs,reserved0,gnssId_01,svId_01,cno_01,elev_01,azim_01,prRes_01,qualityInd_01,svUsed_01,health_01,diffCorr_01,smoothed_01,orbitSource_01,ephAvail_01,almAvail_01,anoAvail_01,aopAvail_01,sbasCorrUsed_01,rtcmCorrUsed_01,slasCorrUsed_01,spartnCorrUsed_01,prCorrUsed_01,crCorrUsed_01,doCorrUsed_01,clasCorrUsed_01,lppCorrUsed_01,hasCorrUsed_01,gnssId_02,svId_02,cno_02,elev_02,azim_02,prRes_02,qualityInd_02,svUsed_02,health_02,diffCorr_02,smoothed_02,orbitSource_02,ephAvail_02,almAvail_02,anoAvail_02,aopAvail_02,sbasCorrUsed_02,rtcmCorrUsed_02,slasCorrUsed_02,spartnCorrUsed_02,prCorrUsed_02,crCorrUsed_02,doCorrUsed_02,clasCorrUsed_02,lppCorrUsed_02,hasCorrUsed_02,gnssId_03,svId_03,cno_03,elev_03,azim_03,prRes_03,qualityInd_03,svUsed_03,health_03,diffCorr_03,smoothed_03,orbitSource_03,ephAvail_03,almAvail_03,anoAvail_03,aopAvail_03,sbasCorrUsed_03,rtcmCorrUsed_03,slasCorrUsed_03,spartnCorrUsed_03,prCorrUsed_03,crCorrUsed_03,doCorrUsed_03,clasCorrUsed_03,lppCorrUsed_03,hasCorrUsed_03,gnssId_04,svId_04,cno_04,elev_04,azim_04,prRes_04,qualityInd_04,svUsed_04,health_04,diffCorr_04,smoothed_04,orbitSource_04,ephAvail_04,almAvail_04,anoAvail_04,aopAvail_04,sbasCorrUsed_04,rtcmCorrUsed_04,slasCorrUsed_04,spartnCorrUsed_04,prCorrUsed_04,crCorrUsed_04,doCorrUsed_04,clasCorrUsed_04,lppCorrUsed_04,hasCorrUsed_04,gnssId_05,svId_05,cno_05,elev_05,azim_05,prRes_05,qualityInd_05,svUsed_05,health_05,diffCorr_05,smoothed_05,orbitSource_05,ephAvail_05,almAvail_05,anoAvail_05,aopAvail_05,sbasCorrUsed_05,rtcmCorrUsed_05,slasCorrUsed_05,spartnCorrUsed_05,prCorrUsed_05,crCorrUsed_05,doCorrUsed_05,clasCorrUsed_05,lppCorrUsed_05,hasCorrUsed_05,gnssId_06,svId_06,cno_06,elev_06,azim_06,prRes_06,qualityInd_06,svUsed_06,health_06,diffCorr_06,smoothed_06,orbitSource_06,ephAvail_06,almAvail_06,anoAvail_06,aopAvail_06,sbasCorrUsed_06,rtcmCorrUsed_06,slasCorrUsed_06,spartnCorrUsed_06,prCorrUsed_06,crCorrUsed_06,doCorrUsed_06,clasCorrUsed_06,lppCorrUsed_06,hasCorrUsed_06,gnssId_07,svId_07,cno_07,elev_07,azim_07,prRes_07,qualityInd_07,svUsed_07,health_07,diffCorr_07,smoothed_07,orbitSource_07,ephAvail_07,almAvail_07,anoAvail_07,aopAvail_07,sbasCorrUsed_07,rtcmCorrUsed_07,slasCorrUsed_07,spartnCorrUsed_07,prCorrUsed_07,crCorrUsed_07,doCorrUsed_07,clasCorrUsed_07,lppCorrUsed_07,hasCorrUsed_07,gnssId_08,svId_08,cno_08,elev_08,azim_08,prRes_08,qualityInd_08,svUsed_08,health_08,diffCorr_08,smoothed_08,orbitSource_08,ephAvail_08,almAvail_08,anoAvail_08,aopAvail_08,sbasCorrUsed_08,rtcmCorrUsed_08,slasCorrUsed_08,spartnCorrUsed_08,prCorrUsed_08,crCorrUsed_08,doCorrUsed_08,clasCorrUsed_08,lppCorrUsed_08,hasCorrUsed_08,gnssId_09,svId_09,cno_09,elev_09,azim_09,prRes_09,qualityInd_09,svUsed_09,health_09,diffCorr_09,smoothed_09,orbitSource_09,ephAvail_09,almAvail_09,anoAvail_09,aopAvail_09,sbasCorrUsed_09,rtcmCorrUsed_09,slasCorrUsed_09,spartnCorrUsed_09,prCorrUsed_09,crCorrUsed_09,doCorrUsed_09,clasCorrUsed_09,lppCorrUsed_09,hasCorrUsed_09,gnssId_10,svId_10,cno_10,elev_10,azim_10,prRes_10,qualityInd_10,svUsed_10,health_10,diffCorr_10,smoothed_10,orbitSource_10,ephAvail_10,almAvail_10,anoAvail_10,aopAvail_10,sbasCorrUsed_10,rtcmCorrUsed_10,slasCorrUsed_10,spartnCorrUsed_10,prCorrUsed_10,crCorrUsed_10,doCorrUsed_10,clasCorrUsed_10,lppCorrUsed_10,hasCorrUsed_10,gnssId_11,svId_11,cno_11,elev_11,azim_11,prRes_11,qualityInd_11,svUsed_11,health_11,diffCorr_11,smoothed_11,orbitSource_11,ephAvail_11,almAvail_11,anoAvail_11,aopAvail_11,sbasCorrUsed_11,rtcmCorrUsed_11,slasCorrUsed_11,spartnCorrUsed_11,prCorrUsed_11,crCorrUsed_11,doCorrUsed_11,clasCorrUsed_11,lppCorrUsed_11,hasCorrUsed_11,gnssId_12,svId_12,cno_12,elev_12,azim_12,prRes_12,qualityInd_12,svUsed_12,health_12,diffCorr_12,smoothed_12,orbitSource_12,ephAvail_12,almAvail_12,anoAvail_12,aopAvail_12,sbasCorrUsed_12,rtcmCorrUsed_12,slasCorrUsed_12,spartnCorrUsed_12,prCorrUsed_12,crCorrUsed_12,doCorrUsed_12,clasCorrUsed_12,lppCorrUsed_12,hasCorrUsed_12,gnssId_13,svId_13,cno_13,elev_13,azim_13,prRes_13,qualityInd_13,svUsed_13,health_13,diffCorr_13,smoothed_13,orbitSource_13,ephAvail_13,almAvail_13,anoAvail_13,aopAvail_13,sbasCorrUsed_13,rtcmCorrUsed_13,slasCorrUsed_13,spartnCorrUsed_13,prCorrUsed_13,crCorrUsed_13,doCorrUsed_13,clasCorrUsed_13,lppCorrUsed_13,hasCorrUsed_13,gnssId_14,svId_14,cno_14,elev_14,azim_14,prRes_14,qualityInd_14,svUsed_14,health_14,diffCorr_14,smoothed_14,orbitSource_14,ephAvail_14,almAvail_14,anoAvail_14,aopAvail_14,sbasCorrUsed_14,rtcmCorrUsed_14,slasCorrUsed_14,spartnCorrUsed_14,prCorrUsed_14,crCorrUsed_14,doCorrUsed_14,clasCorrUsed_14,lppCorrUsed_14,hasCorrUsed_14,gnssId_15,svId_15,cno_15,elev_15,azim_15,prRes_15,qualityInd_15,svUsed_15,health_15,diffCorr_15,smoothed_15,orbitSource_15,ephAvail_15,almAvail_15,anoAvail_15,aopAvail_15,sbasCorrUsed_15,rtcmCorrUsed_15,slasCorrUsed_15,spartnCorrUsed_15,prCorrUsed_15,crCorrUsed_15,doCorrUsed_15,clasCorrUsed_15,lppCorrUsed_15,hasCorrUsed_15,gnssId_16,svId_16,cno_16,elev_16,azim_16,prRes_16,qualityInd_16,svUsed_16,health_16,diffCorr_16,smoothed_16,orbitSource_16,ephAvail_16,almAvail_16,anoAvail_16,aopAvail_16,sbasCorrUsed_16,rtcmCorrUsed_16,slasCorrUsed_16,spartnCorrUsed_16,prCorrUsed_16,crCorrUsed_16,doCorrUsed_16,clasCorrUsed_16,lppCorrUsed_16,hasCorrUsed_16,gnssId_17,svId_17,cno_17,elev_17,azim_17,prRes_17,qualityInd_17,svUsed_17,health_17,diffCorr_17,smoothed_17,orbitSource_17,ephAvail_17,almAvail_17,anoAvail_17,aopAvail_17,sbasCorrUsed_17,rtcmCorrUsed_17,slasCorrUsed_17,spartnCorrUsed_17,prCorrUsed_17,crCorrUsed_17,doCorrUsed_17,clasCorrUsed_17,lppCorrUsed_17,hasCorrUsed_17,gnssId_18,svId_18,cno_18,elev_18,azim_18,prRes_18,qualityInd_18,svUsed_18,health_18,diffCorr_18,smoothed_18,orbitSource_18,ephAvail_18,almAvail_18,anoAvail_18,aopAvail_18,sbasCorrUsed_18,rtcmCorrUsed_18,slasCorrUsed_18,spartnCorrUsed_18,prCorrUsed_18,crCorrUsed_18,doCorrUsed_18,clasCorrUsed_18,lppCorrUsed_18,hasCorrUsed_18,gnssId_19,svId_19,cno_19,elev_19,azim_19,prRes_19,qualityInd_19,svUsed_19,health_19,diffCorr_19,smoothed_19,orbitSource_19,ephAvail_19,almAvail_19,anoAvail_19,aopAvail_19,sbasCorrUsed_19,rtcmCorrUsed_19,slasCorrUsed_19,spartnCorrUsed_19,prCorrUsed_19,crCorrUsed_19,doCorrUsed_19,clasCorrUsed_19,lppCorrUsed_19,hasCorrUsed_19,gnssId_20,svId_20,cno_20,elev_20,azim_20,prRes_20,qualityInd_20,svUsed_20,health_20,diffCorr_20,smoothed_20,orbitSource_20,ephAvail_20,almAvail_20,anoAvail_20,aopAvail_20,sbasCorrUsed_20,rtcmCorrUsed_20,slasCorrUsed_20,spartnCorrUsed_20,prCorrUsed_20,crCorrUsed_20,doCorrUsed_20,clasCorrUsed_20,lppCorrUsed_20,hasCorrUsed_20,gnssId_21,svId_21,cno_21,elev_21,azim_21,prRes_21,qualityInd_21,svUsed_21,health_21,diffCorr_21,smoothed_21,orbitSource_21,ephAvail_21,almAvail_21,anoAvail_21,aopAvail_21,sbasCorrUsed_21,rtcmCorrUsed_21,slasCorrUsed_21,spartnCorrUsed_21,prCorrUsed_21,crCorrUsed_21,doCorrUsed_21,clasCorrUsed_21,lppCorrUsed_21,hasCorrUsed_21,gnssId_22,svId_22,cno_22,elev_22,azim_22,prRes_22,qualityInd_22,svUsed_22,health_22,diffCorr_22,smoothed_22,orbitSource_22,ephAvail_22,almAvail_22,anoAvail_22,aopAvail_22,sbasCorrUsed_22,rtcmCorrUsed_22,slasCorrUsed_22,spartnCorrUsed_22,prCorrUsed_22,crCorrUsed_22,doCorrUsed_22,clasCorrUsed_22,lppCorrUsed_22,hasCorrUsed_22,gnssId_23,svId_23,cno_23,elev_23,azim_23,prRes_23,qualityInd_23,svUsed_23,health_23,diffCorr_23,smoothed_23,orbitSource_23,ephAvail_23,almAvail_23,anoAvail_23,aopAvail_23,sbasCorrUsed_23,rtcmCorrUsed_23,slasCorrUsed_23,spartnCorrUsed_23,prCorrUsed_23,crCorrUsed_23,doCorrUsed_23,clasCorrUsed_23,lppCorrUsed_23,hasCorrUsed_23,gnssId_24,svId_24,cno_24,elev_24,azim_24,prRes_24,qualityInd_24,svUsed_24,health_24,diffCorr_24,smoothed_24,orbitSource_24,ephAvail_24,almAvail_24,anoAvail_24,aopAvail_24,sbasCorrUsed_24,rtcmCorrUsed_24,slasCorrUsed_24,spartnCorrUsed_24,prCorrUsed_24,crCorrUsed_24,doCorrUsed_24,clasCorrUsed_24,lppCorrUsed_24,hasCorrUsed_24,gnssId_25,svId_25,cno_25,elev_25,azim_25,prRes_25,qualityInd_25,svUsed_25,health_25,diffCorr_25,smoothed_25,orbitSource_25,ephAvail_25,almAvail_25,anoAvail_25,aopAvail_25,sbasCorrUsed_25,rtcmCorrUsed_25,slasCorrUsed_25,spartnCorrUsed_25,prCorrUsed_25,crCorrUsed_25,doCorrUsed_25,clasCorrUsed_25,lppCorrUsed_25,hasCorrUsed_25
93890000,1,25,0,0,5,0,-91,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,31,108,1.9,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,44,201,0.3,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,70,37,0.2,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,38,36,-1.3,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43,32,148,1.3,7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,20,257,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,46,238,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,41,60,149,0.0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,35,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,34,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,39,64,28,-0.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,52,213,0.0,6,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,38,59,358,-1.3,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,37,76,216,0.9,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,44,-91,0,0.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,31,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,40,69,60,2.6,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,38,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,38,39,165,2.9,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,63,58,0.0,4,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,45,56,129,-6.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,17,33,48,0.0,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,255,0,-91,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93891000,1,25,0,0,5,18,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,31,108,1.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,44,201,0.4,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,70,37,0.2,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,38,36,0.4,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43,32,148,1.3,7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,20,257,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,46,238,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,39,60,149,0.0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,36,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,34,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,39,64,28,-0.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,52,213,0.0,7,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,37,59,358,-1.2,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,35,76,216,0.9,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,42,-91,0,0.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,31,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,40,69,60,2.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,37,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,40,39,165,2.8,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,63,58,0.0,4,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,45,56,129,-6.8,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,16,33,48,0.0,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,255,0,-91,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93892000,1,25,0,0,5,15,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,31,108,1.5,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,44,201,0.3,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,70,37,0.2,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,35,38,36,0.5,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42,32,148,1.1,7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,20,257,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,46,238,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,36,60,149,0.0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,36,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,31,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,30,68,216,1.8,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,40,64,28,-0.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,52,213,0.0,5,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,39,59,358,-1.1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,36,76,216,0.8,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,41,-91,0,0.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,32,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,42,69,60,2.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,36,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,38,39,165,2.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,13,63,58,0.0,4,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,43,56,129,-6.9,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,21,33,48,0.0,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93893000,1,26,0,0,5,12,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,31,108,1.5,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,44,201,0.3,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,70,37,0.2,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,38,36,1.8,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42,32,148,1.1,7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,20,257,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,46,238,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,37,60,149,0.0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,37,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,32,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,23,68,216,1.2,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,40,64,28,-0.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,52,213,0.0,6,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,40,59,358,-1.1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,36,76,216,0.8,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,41,-91,0,0.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,29,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,42,69,60,2.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,36,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,39,39,165,2.6,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,63,58,0.0,4,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,43,56,129,-7.0,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,33,48,0.0,5,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93894000,1,26,0,0,5,9,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,41,31,108,1.3,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,44,201,0.3,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,70,37,0.1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,38,36,0.8,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,42,32,148,1.0,7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,20,257,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,46,238,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,36,60,149,0.0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,35,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,31,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,22,68,216,5.1,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,39,64,28,-0.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,26,52,213,0.0,6,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,39,59,358,-1.1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,34,76,216,0.8,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,40,-91,0,0.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,29,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,42,69,60,2.5,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,36,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,38,39,165,2.6,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,63,58,0.0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,43,56,129,-7.0,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,33,48,0.0,6,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93895000,1,26,0,0,5,8,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,31,108,1.2,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,44,201,0.2,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,44,70,37,0.1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,38,36,-1.3,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,41,32,148,0.9,7,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,127,0,20,257,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128,0,46,238,0.0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,137,36,60,149,0.0,7,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,21,37,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,30,-91,0,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,23,68,216,-1.0,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,38,64,28,-0.7,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,27,52,213,0.0,6,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13,37,59,358,-1.1,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,36,76,216,0.9,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,40,-91,0,0.0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,30,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,40,69,60,2.4,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,38,-91,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,37,39,165,2.5,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,63,58,0.0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,9,43,56,129,-7.0,7,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,27,33,48,0.0,6,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
